S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,460.00,460.00,443.00,450.00,451.58,"26,897.00",460.00,"12,146,144.00",121,-10.00,17.00,0.00,3.84,-0.35,0.00,0.00
2,BOKL,-,513.00,520.00,496.00,505.00,505.70,"29,882.00",513.00,"15,111,380.00",148,-8.00,24.00,0.00,4.84,-0.14,0.00,0.00
3,CBL,-,269.00,270.00,260.00,270.00,266.65,"27,603.00",269.00,"7,360,249.00",105,1.00,10.00,0.00,3.85,1.24,0.00,0.00
4,CCBL,-,381.00,382.00,365.00,365.00,370.21,"22,916.00",381.00,"8,483,671.00",146,-16.00,17.00,0.00,4.66,-1.43,0.00,0.00
5,CZBIL,-,426.00,425.00,410.00,413.00,414.28,"26,884.00",426.00,"11,137,600.00",138,-13.00,15.00,0.00,3.66,-0.31,0.00,0.00
6,EBL,-,"2,049.00","2,009.00","1,845.00","1,845.00","1,871.82","38,872.00","2,049.00","72,761,336.00",362,-204.00,164.00,0.00,8.89,-1.45,0.00,0.00
7,GBIME,-,411.00,410.00,395.00,405.00,398.01,"72,728.00",411.00,"28,946,566.00",107,-6.00,15.00,0.00,3.80,1.73,0.00,0.00
8,HBL,-,"1,000.00","1,000.00",980.00,990.00,989.27,"3,368.00","1,000.00","3,331,855.00",26,-10.00,20.00,0.00,2.04,0.07,0.00,0.00
9,KBL,-,368.00,365.00,345.00,350.00,354.24,"16,777.00",368.00,"5,943,086.00",80,-18.00,20.00,0.00,5.80,-1.21,0.00,0.00
10,LBL,-,465.00,511.00,456.00,495.00,497.75,"109,244.00",465.00,"54,376,248.00",338,30.00,55.00,0.00,12.06,-0.56,0.00,0.00
11,MBL,-,425.00,425.00,409.00,412.00,416.09,"44,607.00",425.00,"18,560,332.00",153,-13.00,16.00,0.00,3.91,-0.99,0.00,0.00
12,NABIL,-,"1,556.00","1,556.00","1,515.00","1,515.00","1,524.38","2,972.00","1,556.00","4,530,449.00",53,-41.00,41.00,0.00,2.71,-0.62,0.00,0.00
13,NBB,-,469.00,470.00,450.00,453.00,461.28,"23,978.00",469.00,"11,060,504.00",122,-16.00,20.00,0.00,4.44,-1.83,0.00,0.00
14,NBL,-,401.00,403.00,386.00,387.00,389.91,"53,232.00",401.00,"20,755,794.00",118,-14.00,17.00,0.00,4.40,-0.75,0.00,0.00
15,NCCB,-,438.00,445.00,417.00,424.00,423.85,"135,688.00",438.00,"57,511,716.00",465,-14.00,28.00,0.00,6.71,0.03,0.00,0.00
16,NIB,-,781.00,781.00,762.00,770.00,770.38,"19,288.00",781.00,"14,859,114.00",199,-11.00,19.00,0.00,2.49,-0.05,0.00,0.00
17,NICA,-,482.00,490.00,463.00,469.00,469.03,"15,342.00",482.00,"7,195,910.00",85,-13.00,27.00,0.00,5.83,-0.01,0.00,0.00
18,NMB,-,620.00,625.00,593.00,605.00,606.93,"27,003.00",620.00,"16,389,035.00",167,-15.00,32.00,0.00,5.40,-0.32,0.00,0.00
19,PCBL,-,460.00,455.00,432.00,438.00,439.29,"48,374.00",460.00,"21,250,234.00",200,-22.00,23.00,0.00,5.32,-0.29,0.00,0.00
20,PRVU,-,415.00,417.00,400.00,409.00,408.60,"93,996.00",415.00,"38,406,452.00",337,-6.00,17.00,0.00,4.25,0.10,0.00,0.00
21,SANIMA,-,474.00,470.00,450.00,458.00,455.44,"156,152.00",474.00,"71,117,144.00",299,-16.00,20.00,0.00,4.44,0.56,0.00,0.00
22,SBI,-,"1,405.00","1,390.00","1,350.00","1,360.00","1,371.16","6,560.00","1,405.00","8,994,791.00",54,-45.00,40.00,0.00,2.96,-0.82,0.00,0.00
23,SBL,-,748.00,750.00,721.00,734.00,736.53,"23,569.00",748.00,"17,359,240.00",196,-14.00,29.00,0.00,4.02,-0.34,0.00,0.00
24,SCB,-,"2,261.00","2,240.00","2,185.00","2,192.00","2,202.70","8,714.00","2,261.00","19,194,356.00",87,-69.00,55.00,0.00,2.52,-0.49,0.00,0.00
25,SRBL,-,550.00,550.00,530.00,540.00,538.82,"62,737.00",550.00,"33,803,956.00",176,-10.00,20.00,0.00,3.77,0.22,0.00,0.00
