S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,37.10,415.00,418.00,413.00,413.00,414.39,"18,691.00",416.00,"7,745,284.00",79,-3.00,5.00,-0.72,1.21,-0.34,451.00,290.00
2,BOKL,38.94,251.00,256.00,250.00,255.00,251.31,"20,365.00",255.00,"5,117,889.00",82,0.00,6.00,0.00,2.40,1.45,350.00,231.00
3,CBL,32.63,144.00,144.00,141.00,142.00,142.18,"26,875.00",144.00,"3,821,180.00",94,-2.00,3.00,-1.39,2.13,-0.13,188.00,141.00
4,CCBL,32.65,156.00,158.00,155.00,155.00,156.95,"33,685.00",158.00,"5,286,894.00",90,-3.00,3.00,-1.90,1.94,-1.26,203.00,155.00
5,CZBIL,32.08,222.00,222.00,218.00,218.00,220.10,"26,677.00",222.00,"5,871,543.00",117,-4.00,4.00,-1.80,1.83,-0.96,273.00,199.00
6,EBL,36.26,580.00,585.00,560.00,560.00,573.40,"11,531.00",580.00,"6,611,824.00",61,-20.00,25.00,-3.45,4.46,-2.39,707.00,501.00
7,HBL,33.37,518.00,518.00,507.00,507.00,514.48,"1,900.00",518.00,"977,520.00",22,-11.00,11.00,-2.12,2.17,-1.48,644.00,418.00
8,KBL,29.46,182.00,183.00,180.00,180.00,181.42,"35,906.00",184.55,"6,514,213.00",123,-5.00,3.00,-2.47,1.67,-0.79,269.00,180.00
9,LBL,36.12,212.00,212.00,210.00,210.00,211.26,"47,047.00",213.00,"9,939,007.00",60,-3.00,2.00,-1.41,0.95,-0.60,270.00,182.00
10,MBL,35.93,255.00,255.00,246.00,248.00,248.96,"18,710.00",254.00,"4,658,035.00",58,-6.00,9.00,-2.36,3.66,-0.39,295.00,202.00
11,MEGA,33.85,194.00,194.00,190.00,190.00,191.11,"47,201.00",194.00,"9,020,684.00",133,-4.00,4.00,-2.06,2.11,-0.59,222.00,155.00
12,NABIL,28.74,770.00,775.00,759.00,759.00,766.62,"6,359.00",770.00,"4,874,908.00",54,-11.00,16.00,-1.43,2.11,-1.00,974.00,678.00
13,NBB,38.47,209.00,209.00,206.00,207.00,207.57,"18,379.00",210.00,"3,814,938.00",67,-3.00,3.00,-1.43,1.46,-0.28,242.00,178.00
14,NBL,36.86,317.00,317.00,309.00,310.00,311.79,"55,973.00",315.00,"17,451,804.00",148,-5.00,8.00,-1.59,2.59,-0.58,355.00,281.00
15,NCCB,32.39,198.00,199.00,192.00,195.00,195.17,"30,498.00",200.00,"5,952,264.00",94,-5.00,7.00,-2.50,3.65,-0.09,276.00,192.00
16,NIB,38.51,441.00,446.00,439.00,440.00,441.12,"10,411.00",445.00,"4,592,508.00",90,-5.00,7.00,-1.12,1.59,-0.25,684.00,439.00
17,NICA,28.44,441.00,441.00,390.00,391.00,393.24,"22,199.00",407.27,"8,729,640.00",142,-16.00,51.00,-3.99,13.08,-0.57,515.00,351.00
18,PCBL,34.97,265.00,266.00,261.00,261.00,263.45,"9,156.00",267.00,"2,412,107.00",57,-6.00,5.00,-2.25,1.92,-0.94,397.00,261.00
19,PRVU,35.55,262.00,262.00,257.00,257.00,258.41,"23,726.00",259.00,"6,130,923.00",115,-2.00,5.00,-0.77,1.95,-0.55,304.00,205.00
20,SANIMA,33.89,355.00,355.00,349.00,349.00,352.34,"32,645.00",355.00,"11,502,214.00",101,-6.00,6.00,-1.69,1.72,-0.96,371.00,286.00
21,SBI,41.00,419.00,425.00,417.00,417.00,418.56,"7,658.00",425.00,"3,205,318.00",25,-8.00,8.00,-1.88,1.92,-0.37,530.00,366.00
22,SBL,40.31,316.00,316.00,311.00,312.00,313.29,"21,216.00",316.00,"6,646,724.00",62,-4.00,5.00,-1.27,1.61,-0.41,361.00,272.00
23,SCB,37.58,580.00,585.00,550.00,557.00,559.83,"12,469.00",588.00,"6,980,578.00",157,-31.00,35.00,-5.27,6.36,-0.51,755.00,520.00
24,SRBL,30.15,229.00,229.00,224.00,224.00,225.15,"7,268.00",228.00,"1,636,405.00",42,-4.00,5.00,-1.75,2.23,-0.51,277.00,203.00
