S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,114.00,114.00,110.00,112.00,112.03,"1,060.00",114.00,"118,750.00",19,-2.00,4.00,0.00,3.64,-0.03,0.00,0.00
2,CZBIL,-,171.00,174.00,171.00,173.00,172.77,326.00,171.00,"56,322.00",7,2.00,3.00,0.00,1.75,0.13,0.00,0.00
3,EBL,-,682.00,691.00,670.00,690.00,677.70,330.00,682.00,"223,640.00",7,8.00,21.00,0.00,3.13,1.78,0.00,0.00
4,KBL,-,202.00,202.00,195.00,196.00,195.74,466.00,202.00,"91,213.00",5,-6.00,7.00,0.00,3.59,0.13,0.00,0.00
5,LBL,-,232.00,231.00,230.00,230.00,230.90,"1,798.00",232.00,"415,158.00",3,-2.00,1.00,0.00,0.43,-0.39,0.00,0.00
6,NABIL,-,840.00,830.00,826.00,830.00,828.08,408.00,840.00,"337,858.00",8,-10.00,4.00,0.00,0.48,0.23,0.00,0.00
7,NBB,-,130.00,130.00,130.00,130.00,130.00,"1,000.00",130.00,"130,000.00",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,NIB,-,398.00,400.00,394.00,396.00,395.45,220.00,398.00,"87,000.00",3,-2.00,6.00,0.00,1.52,0.14,0.00,0.00
9,NMB,-,155.00,153.00,153.00,153.00,153.00,553.00,155.00,"84,609.00",7,-2.00,0.00,0.00,0.00,0.00,0.00,0.00
10,PCBL,-,183.00,185.00,182.00,184.00,183.13,900.00,183.00,"164,818.00",16,1.00,3.00,0.00,1.65,0.47,0.00,0.00
11,SBI,-,418.00,410.00,400.00,400.00,400.05,"65,867.00",418.00,"26,349,800.00",4,-18.00,10.00,0.00,2.50,-0.01,0.00,0.00
12,SBL,-,211.00,214.00,209.00,214.00,210.05,"1,143.00",211.00,"240,091.00",11,3.00,5.00,0.00,2.39,1.84,0.00,0.00
13,SCB,-,"1,345.00","1,330.00","1,302.00","1,330.00","1,310.42","1,732.00","1,345.00","2,269,648.00",24,-15.00,28.00,0.00,2.15,1.47,0.00,0.00
14,SRBL,-,127.00,130.00,125.00,127.00,126.70,735.00,127.00,"93,124.00",14,0.00,5.00,0.00,4.00,0.24,0.00,0.00
