S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,230.00,230.00,218.00,221.00,222.18,"2,410.00",230.00,"535,462.00",30,-9.00,12.00,0.00,5.50,-0.54,0.00,0.00
2,CBL,-,153.00,153.00,149.00,151.00,150.63,"11,957.00",153.00,"1,801,043.00",46,-2.00,4.00,0.00,2.68,0.25,0.00,0.00
3,CZBIL,-,260.00,258.00,250.00,255.00,251.87,"2,354.00",260.00,"592,909.00",21,-5.00,8.00,0.00,3.20,1.23,0.00,0.00
4,EBL,-,"1,544.00","1,540.00","1,510.00","1,526.00","1,521.05","3,186.00","1,544.00","4,846,076.00",41,-18.00,30.00,0.00,1.99,0.32,0.00,0.00
5,GBIME,-,481.00,489.00,467.00,485.00,472.74,"3,369.00",481.00,"1,592,661.00",34,4.00,22.00,0.00,4.71,2.53,0.00,0.00
6,HBL,-,735.00,735.00,720.00,720.00,723.88,388.00,735.00,"280,867.00",4,-15.00,15.00,0.00,2.08,-0.54,0.00,0.00
7,KBL,-,260.00,263.00,252.00,254.00,254.76,"1,324.00",260.00,"337,300.00",7,-6.00,11.00,0.00,4.37,-0.30,0.00,0.00
8,LBL,-,316.00,312.00,312.00,312.00,312.00,"1,000.00",316.00,"312,000.00",1,-4.00,0.00,0.00,0.00,0.00,0.00,0.00
9,MBL,-,209.00,205.00,193.00,195.00,196.33,"5,240.00",209.00,"1,028,759.00",19,-14.00,12.00,0.00,6.22,-0.68,0.00,0.00
10,NABIL,-,"1,770.00","1,771.00","1,740.00","1,770.00","1,750.87","1,071.00","1,770.00","1,875,185.00",16,0.00,31.00,0.00,1.78,1.08,0.00,0.00
11,NBB,-,282.00,279.00,260.00,270.00,267.62,"11,515.00",282.00,"3,081,645.00",31,-12.00,19.00,0.00,7.31,0.88,0.00,0.00
12,NBL,-,626.00,615.00,564.00,564.00,567.82,"8,316.00",626.00,"4,721,985.00",133,-62.00,51.00,0.00,9.04,-0.68,0.00,0.00
13,NCCB,-,223.00,223.00,214.00,214.00,218.50,"2,587.00",223.00,"565,250.00",9,-9.00,9.00,0.00,4.21,-2.10,0.00,0.00
14,NIB,-,720.00,710.00,690.00,690.00,696.32,"3,777.00",720.00,"2,630,009.00",34,-30.00,20.00,0.00,2.90,-0.92,0.00,0.00
15,NMB,-,255.00,255.00,250.00,250.00,250.65,"1,502.00",255.00,"376,474.00",9,-5.00,5.00,0.00,2.00,-0.26,0.00,0.00
16,PCBL,-,312.00,310.00,305.00,306.00,307.70,"10,963.00",312.00,"3,373,319.00",45,-6.00,5.00,0.00,1.64,-0.56,0.00,0.00
17,SANIMA,-,258.00,263.00,249.00,250.00,252.68,"4,017.00",258.00,"1,015,028.00",23,-8.00,14.00,0.00,5.62,-1.07,0.00,0.00
18,SBI,-,833.00,823.00,808.00,816.00,814.24,"4,721.00",833.00,"3,844,012.00",26,-17.00,15.00,0.00,1.86,0.22,0.00,0.00
19,SBL,-,283.00,279.00,274.00,274.00,275.37,"1,866.00",283.00,"513,837.00",16,-9.00,5.00,0.00,1.82,-0.50,0.00,0.00
20,SCB,-,"1,825.00","1,810.00","1,790.00","1,800.00","1,802.29","1,892.00","1,825.00","3,409,940.00",17,-25.00,20.00,0.00,1.12,-0.13,0.00,0.00
21,SRBL,-,217.00,217.00,208.00,217.00,211.50,"3,352.00",217.00,"708,955.00",32,0.00,9.00,0.00,4.33,2.53,0.00,0.00
