S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,48.66,349.00,368.00,349.00,365.00,359.74,"25,485.00",356.00,"9,168,079.00",101,9.00,19.00,2.53,5.44,1.44,475.00,313.00
2,BOKL,42.89,208.00,214.00,207.00,214.00,209.66,"22,181.00",208.00,"4,650,554.00",82,6.00,7.00,2.88,3.38,2.03,296.00,196.00
3,CBL,43.86,130.00,136.00,128.00,134.00,132.92,"36,198.00",130.00,"4,811,334.00",84,4.00,8.00,3.08,6.25,0.81,167.00,125.00
4,CCBL,47.34,158.00,166.00,158.00,163.00,163.17,"24,256.00",160.00,"3,957,776.00",111,3.00,8.00,1.88,5.06,-0.10,210.00,136.00
5,CZBIL,47.54,184.00,192.00,183.00,187.00,187.94,"24,947.00",184.00,"4,688,587.00",84,3.00,9.00,1.63,4.92,-0.50,240.00,164.00
6,EBL,45.52,630.00,640.00,620.00,640.00,630.38,"12,727.00",630.00,"8,022,788.00",78,10.00,20.00,1.59,3.23,1.50,932.00,517.00
7,GBIME,40.65,237.00,242.00,235.00,241.00,238.48,"49,878.00",234.00,"11,895,083.00",205,7.00,7.00,2.99,2.98,1.04,331.00,144.48
8,HBL,47.91,515.00,523.00,510.00,516.00,514.53,"7,073.00",515.00,"3,639,266.00",28,1.00,13.00,0.19,2.55,0.29,735.00,452.00
9,KBL,48.50,179.00,185.00,176.00,184.00,180.20,"41,914.00",176.00,"7,552,848.00",94,8.00,9.00,4.55,5.11,2.07,240.00,153.00
10,LBL,47.86,198.00,204.00,198.00,204.00,201.90,"16,380.00",200.00,"3,307,152.00",45,4.00,6.00,2.00,3.03,1.03,270.00,184.00
11,MBL,43.78,212.00,221.00,210.00,221.00,215.59,"39,664.00",212.00,"8,551,339.00",65,9.00,11.00,4.25,5.24,2.45,295.00,199.00
12,MEGA,45.65,205.00,209.00,200.00,204.00,202.33,"27,938.00",201.00,"5,652,671.00",105,3.00,9.00,1.49,4.50,0.82,279.00,177.00
13,NABIL,45.59,725.00,740.00,715.00,737.00,730.22,"32,963.00",729.00,"24,070,284.00",186,8.00,25.00,1.10,3.50,0.92,"1,000.00",594.00
14,NBB,44.21,183.00,190.00,183.00,190.00,187.13,"33,542.00",185.00,"6,276,691.00",80,5.00,7.00,2.70,3.83,1.51,270.00,169.00
15,NBL,43.60,241.00,245.00,238.00,244.00,240.91,"67,917.00",241.00,"16,361,936.00",175,3.00,7.00,1.24,2.94,1.27,355.00,214.00
16,NCCB,46.96,181.00,182.00,175.00,182.00,177.51,"100,256.00",180.00,"17,796,876.00",108,2.00,7.00,1.11,4.00,2.46,258.00,163.00
17,NIB,48.67,438.00,440.00,428.00,439.00,434.60,"33,872.00",439.00,"14,720,791.00",237,0.00,12.00,0.00,2.80,1.00,527.00,335.00
18,NICA,39.26,491.00,500.00,480.00,499.00,493.41,"35,198.00",490.00,"17,367,168.00",158,9.00,20.00,1.84,4.17,1.12,680.00,372.00
19,NMB,46.58,372.00,381.00,366.00,381.00,374.77,"69,440.00",369.00,"26,024,034.00",332,12.00,15.00,3.25,4.10,1.64,517.00,321.00
20,PCBL,43.17,231.00,241.00,228.00,236.00,233.98,"51,876.00",231.00,"12,137,802.00",169,5.00,13.00,2.16,5.70,0.86,352.00,221.00
21,PRVU,45.14,216.00,224.00,214.00,224.00,219.88,"75,213.00",218.00,"16,538,002.00",133,6.00,10.00,2.75,4.67,1.84,292.00,195.00
22,SANIMA,40.56,318.00,321.00,310.00,319.00,315.49,"29,742.00",312.00,"9,383,314.00",89,7.00,11.00,2.24,3.55,1.10,437.00,287.00
23,SBI,42.56,396.00,410.00,396.00,408.00,403.54,"12,306.00",400.00,"4,965,928.00",54,8.00,14.00,2.00,3.54,1.09,583.00,344.00
24,SBL,45.59,280.00,288.00,271.00,288.00,281.65,"21,334.00",280.00,"6,008,814.00",92,8.00,17.00,2.86,6.27,2.20,393.00,252.00
25,SCB,45.69,590.00,606.00,580.00,604.00,597.21,"9,911.00",592.00,"5,918,909.00",91,12.00,26.00,2.03,4.48,1.12,850.00,505.00
26,SRBL,43.33,209.00,220.00,209.00,220.00,215.49,"17,399.00",213.00,"3,749,372.00",54,7.00,11.00,3.29,5.26,2.05,316.00,201.00
