S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,123.00,129.00,121.00,127.00,126.09,"2,387.00",123.00,"300,965.00",34,4.00,8.00,0.00,6.61,0.72,0.00,0.00
2,CZBIL,-,210.00,213.00,210.00,211.00,211.70,"1,110.00",210.00,"234,990.00",11,1.00,3.00,0.00,1.43,-0.33,0.00,0.00
3,EBL,-,995.00,"1,018.00",965.00,991.00,977.36,"1,352.00",995.00,"1,321,394.00",19,-4.00,53.00,0.00,5.49,1.38,0.00,0.00
4,HBL,-,628.00,630.00,627.00,628.00,628.20,275.00,628.00,"172,754.00",4,0.00,3.00,0.00,0.48,-0.03,0.00,0.00
5,KBL,-,253.00,262.00,253.00,262.00,258.21,354.00,253.00,"91,407.00",7,9.00,9.00,0.00,3.56,1.45,0.00,0.00
6,LBL,-,284.00,281.00,277.00,280.00,279.81,"3,770.00",284.00,"1,054,890.00",11,-4.00,4.00,0.00,1.44,0.07,0.00,0.00
7,MBL,-,119.00,120.00,120.00,120.00,120.00,305.00,119.00,"36,600.00",3,1.00,0.00,0.00,0.00,0.00,0.00,0.00
8,NABIL,-,"1,220.00","1,241.00","1,210.00","1,225.00","1,220.03","1,476.00","1,220.00","1,800,766.00",11,5.00,31.00,0.00,2.56,0.41,0.00,0.00
9,NBB,-,129.00,132.00,129.00,131.00,129.33,535.00,129.00,"69,190.00",34,2.00,3.00,0.00,2.33,1.28,0.00,0.00
10,NCCB,-,141.00,143.00,143.00,143.00,143.00,30.00,141.00,"4,290.00",1,2.00,0.00,0.00,0.00,0.00,0.00,0.00
11,NIB,-,529.00,530.00,520.00,521.00,526.17,314.00,529.00,"165,218.00",5,-8.00,10.00,0.00,1.92,-0.99,0.00,0.00
12,NMB,-,195.00,192.00,187.00,190.00,189.05,"2,010.00",195.00,"379,985.00",6,-5.00,5.00,0.00,2.67,0.50,0.00,0.00
13,PCBL,-,223.00,229.00,219.00,220.00,222.09,"4,878.00",223.00,"1,083,371.00",52,-3.00,10.00,0.00,4.57,-0.95,0.00,0.00
14,SBI,-,559.00,579.00,569.00,579.00,570.95,300.00,559.00,"171,286.00",4,20.00,10.00,0.00,1.76,1.39,0.00,0.00
15,SBL,-,260.00,265.00,260.00,262.00,263.06,"4,594.00",260.00,"1,208,499.00",26,2.00,5.00,0.00,1.92,-0.40,0.00,0.00
16,SCB,-,"1,702.00","1,740.00","1,698.00","1,734.00","1,707.51","1,356.00","1,702.00","2,315,385.00",22,32.00,42.00,0.00,2.47,1.53,0.00,0.00
17,SRBL,-,150.00,147.00,140.00,140.00,142.54,719.00,150.00,"102,485.00",13,-10.00,7.00,0.00,5.00,-1.81,0.00,0.00
