S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,48.01,415.00,426.00,412.00,424.00,418.11,"36,698.00",417.00,"15,343,752.00",113,7.00,14.00,1.68,3.40,1.39,451.00,290.00
2,BOKL,46.90,253.00,260.00,250.00,260.00,254.48,"19,078.00",253.00,"4,854,896.00",73,7.00,10.00,2.77,4.00,2.12,350.00,231.00
3,CBL,55.93,147.00,149.00,143.00,149.00,146.05,"45,951.00",147.00,"6,711,177.00",92,2.00,6.00,1.36,4.20,1.98,188.00,142.00
4,CCBL,57.80,156.00,159.00,156.00,159.00,157.37,"36,979.00",158.00,"5,819,234.00",97,1.00,3.00,0.63,1.92,1.03,203.00,155.00
5,CZBIL,54.40,214.00,220.00,214.00,220.00,215.99,"18,411.00",215.00,"3,976,644.00",64,5.00,6.00,2.33,2.80,1.82,273.00,199.00
6,EBL,40.02,611.00,626.00,601.00,626.00,611.16,"10,507.00",613.00,"6,421,487.00",69,13.00,25.00,2.12,4.16,2.37,707.00,501.00
7,HBL,37.97,512.00,524.00,510.00,523.00,517.54,"3,846.00",522.00,"1,990,447.00",25,1.00,14.00,0.19,2.75,1.04,644.00,418.00
8,KBL,53.74,203.00,204.00,199.00,204.00,201.09,"74,299.00",201.00,"14,940,475.00",185,3.00,5.00,1.49,2.51,1.43,269.00,199.00
9,LBL,42.35,210.00,217.00,210.00,215.00,212.47,"16,182.00",210.00,"3,438,214.00",56,5.00,7.00,2.38,3.33,1.18,279.00,182.00
10,MBL,48.19,249.00,254.00,243.00,254.00,247.02,"21,352.00",245.00,"5,274,383.00",71,9.00,11.00,3.67,4.53,2.75,295.00,202.00
11,MEGA,53.87,199.00,204.00,194.00,203.00,198.88,"30,900.00",196.00,"6,145,532.00",96,7.00,10.00,3.57,5.15,2.03,222.00,155.00
12,NABIL,52.95,758.00,775.00,750.00,774.00,762.03,"8,894.00",758.00,"6,777,484.00",71,16.00,25.00,2.11,3.33,1.55,984.00,678.00
13,NBB,56.80,207.00,213.00,206.00,213.00,208.66,"32,152.00",208.00,"6,708,932.00",76,5.00,7.00,2.40,3.40,2.04,242.00,178.00
14,NBL,48.94,315.00,322.00,311.00,321.00,315.27,"105,779.00",314.00,"33,349,294.00",239,7.00,11.00,2.23,3.54,1.78,355.00,281.00
15,NCCB,49.62,202.00,204.00,198.00,204.00,200.15,"28,681.00",201.00,"5,740,640.00",90,3.00,6.00,1.49,3.03,1.88,276.00,181.00
16,NIB,46.26,451.00,459.00,445.00,459.00,449.63,"13,379.00",453.00,"6,015,639.00",102,6.00,14.00,1.32,3.15,2.04,684.00,445.00
17,NICA,56.38,439.00,449.00,426.00,449.00,433.42,"50,696.00",436.00,"21,972,766.00",177,13.00,23.00,2.98,5.40,3.47,515.00,351.00
18,PCBL,45.16,265.00,271.00,263.00,271.00,267.22,"31,969.00",267.00,"8,542,884.00",48,4.00,8.00,1.50,3.04,1.39,397.00,263.00
19,PRVU,52.84,258.00,266.00,255.00,264.00,258.92,"52,699.00",260.00,"13,644,755.00",161,4.00,11.00,1.54,4.31,1.92,304.00,181.00
20,SANIMA,54.78,342.00,355.00,338.00,355.00,345.84,"49,176.00",338.00,"17,006,952.00",190,17.00,17.00,5.03,5.03,2.58,371.00,286.00
21,SBI,44.06,432.00,447.00,424.00,440.00,436.42,"5,672.00",432.00,"2,475,377.00",36,8.00,23.00,1.85,5.42,0.81,530.00,366.00
22,SBL,55.84,312.00,316.00,309.00,315.00,313.70,"21,867.00",312.00,"6,859,755.00",71,3.00,7.00,0.96,2.27,0.41,361.00,272.00
23,SCB,51.10,610.00,622.00,600.00,622.00,609.63,"8,738.00",613.00,"5,326,962.00",65,9.00,22.00,1.47,3.67,1.99,755.00,520.00
24,SRBL,57.28,226.00,236.00,223.00,236.00,229.00,"15,988.00",230.00,"3,661,270.00",28,6.00,13.00,2.61,5.83,2.97,277.00,203.00
