S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,349.00,352.00,349.00,350.00,350.08,"1,763.00",349.00,"617,198.00",11,1.00,3.00,0.29,0.86,-0.02,451.00,283.00
2,BOKL,-,315.00,321.00,315.00,320.00,316.46,"4,646.00",316.00,"1,470,272.00",18,4.00,6.00,1.27,1.90,1.11,433.00,250.00
3,CBL,-,170.00,170.00,168.00,170.00,169.13,"35,565.00",169.00,"6,015,017.00",44,1.00,2.00,0.59,1.19,0.51,245.00,136.00
4,CCBL,-,187.00,190.00,185.00,186.00,187.16,"3,843.00",186.00,"719,261.00",30,0.00,5.00,0.00,2.70,-0.62,226.00,155.00
5,CZBIL,-,239.00,242.00,239.00,240.00,240.55,"6,049.00",241.00,"1,455,117.00",34,-1.00,3.00,-0.41,1.26,-0.23,309.00,223.00
6,EBL,-,588.00,595.00,588.00,593.00,591.03,"7,189.00",593.00,"4,248,900.00",43,0.00,7.00,0.00,1.19,0.33,"1,234.00",580.00
7,GBIME,-,315.00,318.00,314.00,317.00,316.45,"4,658.00",315.00,"1,474,032.00",28,2.00,4.00,0.63,1.27,0.17,344.00,275.00
8,HBL,-,525.00,530.00,525.00,530.00,529.89,"1,011.00",528.00,"535,715.00",7,2.00,5.00,0.38,0.95,0.02,888.00,523.00
9,KBL,-,257.00,261.00,250.00,254.00,253.35,"42,137.00",252.00,"10,675,481.00",92,2.00,11.00,0.79,4.40,0.26,313.00,187.00
10,LBL,-,235.00,239.00,235.00,238.00,236.77,438.00,239.00,"103,704.00",6,-1.00,4.00,-0.42,1.70,0.52,319.00,209.00
11,MBL,-,219.00,222.00,219.00,221.00,221.53,"7,461.00",220.00,"1,652,868.00",22,1.00,3.00,0.45,1.37,-0.24,325.00,200.00
12,MEGA,-,197.00,202.00,194.00,200.00,199.19,"31,323.00",197.00,"6,239,253.00",54,3.00,8.00,1.52,4.12,0.40,449.00,150.00
13,NABIL,-,919.00,920.00,915.00,919.00,917.55,"4,373.00",919.00,"4,012,461.00",33,0.00,5.00,0.00,0.55,0.16,"1,208.00",888.00
14,NBB,-,206.00,210.00,205.00,210.00,208.25,"5,645.00",209.00,"1,175,589.00",23,1.00,5.00,0.48,2.44,0.83,303.00,196.00
15,NBL,-,306.00,306.00,299.00,304.00,302.26,"34,603.00",299.00,"10,459,083.00",84,5.00,7.00,1.67,2.34,0.57,384.00,280.00
16,NCCB,-,211.00,215.00,210.00,213.00,211.76,"21,516.00",212.00,"4,556,244.00",32,1.00,5.00,0.47,2.38,0.58,374.00,172.00
17,NIB,-,625.00,633.00,625.00,633.00,629.27,"3,925.00",630.00,"2,469,882.00",42,3.00,8.00,0.48,1.28,0.59,700.00,600.00
18,NICA,-,432.00,432.00,421.00,424.00,424.24,"3,169.00",425.00,"1,344,409.00",27,-1.00,11.00,-0.24,2.61,-0.06,459.00,285.00
19,NMB,-,349.00,350.00,347.00,349.00,348.81,"16,276.00",349.00,"5,677,203.00",53,0.00,3.00,0.00,0.86,0.05,502.00,303.00
20,PCBL,-,330.00,332.00,330.00,332.00,331.30,"6,457.00",332.00,"2,139,177.00",35,0.00,2.00,0.00,0.61,0.21,456.00,265.00
21,PRVU,-,253.00,257.00,251.00,256.00,255.12,"120,805.00",251.00,"30,820,112.00",229,5.00,6.00,1.99,2.39,0.34,370.00,175.00
22,SANIMA,-,328.00,329.00,326.00,328.00,327.53,"12,402.00",328.00,"4,061,979.00",44,0.00,3.00,0.00,0.92,0.14,386.00,305.00
23,SBI,-,475.00,478.00,472.00,472.00,474.48,"3,620.00",478.00,"1,717,601.00",16,-6.00,6.00,-1.26,1.27,-0.52,775.00,467.00
24,SBL,-,325.00,330.00,325.00,327.00,327.01,"5,556.00",329.00,"1,816,864.00",36,-2.00,5.00,-0.61,1.54,-0.00,403.00,276.00
25,SCB,-,628.00,628.00,622.00,625.00,624.79,"6,337.00",625.00,"3,959,283.00",65,0.00,6.00,0.00,0.96,0.03,"2,299.00",610.00
26,SRBL,-,240.00,240.00,235.00,237.00,237.45,"6,195.00",238.00,"1,470,986.00",23,-1.00,5.00,-0.42,2.13,-0.19,289.00,213.00
