S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,492.00,488.00,479.00,485.00,481.69,"3,200.00",492.00,"1,541,419.00",19,-7.00,9.00,0.00,1.88,0.68,0.00,0.00
2,CBL,-,277.00,282.00,267.00,270.00,271.81,"15,565.00",277.00,"4,230,663.00",40,-7.00,15.00,0.00,5.62,-0.67,0.00,0.00
3,CCBL,-,278.00,278.00,268.00,278.00,275.14,"8,470.00",278.00,"2,330,473.00",51,0.00,10.00,0.00,3.73,1.03,0.00,0.00
4,CZBIL,-,421.00,419.00,415.00,419.00,416.57,652.00,421.00,"271,603.00",7,-2.00,4.00,0.00,0.96,0.58,0.00,0.00
5,EBL,-,"1,949.00","1,935.00","1,900.00","1,911.00","1,908.12","8,676.00","1,949.00","16,554,820.00",41,-38.00,35.00,0.00,1.84,0.15,0.00,0.00
6,GBIME,-,516.00,514.00,504.00,514.00,506.44,"5,514.00",516.00,"2,792,532.00",22,-2.00,10.00,0.00,1.98,1.47,0.00,0.00
7,KBL,-,394.00,398.00,390.00,390.00,391.89,"1,183.00",394.00,"463,600.00",8,-4.00,8.00,0.00,2.05,-0.48,0.00,0.00
8,LBL,-,503.00,494.00,493.00,493.00,493.11,789.00,503.00,"389,067.00",4,-10.00,1.00,0.00,0.20,-0.02,0.00,0.00
9,MBL,-,542.00,535.00,522.00,526.00,526.67,"5,443.00",542.00,"2,866,657.00",13,-16.00,13.00,0.00,2.49,-0.13,0.00,0.00
10,MEGA,-,408.00,405.00,400.00,405.00,400.78,"7,886.00",408.00,"3,160,543.00",64,-3.00,5.00,0.00,1.25,1.04,0.00,0.00
11,NABIL,-,"1,926.00","1,915.00","1,875.00","1,875.00","1,889.81","2,618.00","1,926.00","4,947,523.00",19,-51.00,40.00,0.00,2.13,-0.79,0.00,0.00
12,NBB,-,458.00,460.00,445.00,460.00,451.53,"3,165.00",458.00,"1,429,077.00",19,2.00,15.00,0.00,3.37,1.84,0.00,0.00
13,NBL,-,361.00,362.00,354.00,359.00,357.48,"19,667.00",361.00,"7,030,580.00",27,-2.00,8.00,0.00,2.26,0.42,0.00,0.00
14,NCCB,-,561.00,584.00,551.00,576.00,568.71,"9,863.00",561.00,"5,609,144.00",27,15.00,33.00,0.00,5.99,1.27,0.00,0.00
15,NIB,-,720.00,720.00,706.00,720.00,713.66,"3,022.00",720.00,"2,156,681.00",12,0.00,14.00,0.00,1.98,0.88,0.00,0.00
16,NICA,-,694.00,695.00,685.00,685.00,689.74,380.00,694.00,"262,100.00",3,-9.00,10.00,0.00,1.46,-0.69,0.00,0.00
17,PCBL,-,536.00,531.00,520.00,526.00,525.14,"7,998.00",536.00,"4,200,034.00",45,-10.00,11.00,0.00,2.12,0.16,0.00,0.00
18,SANIMA,-,532.00,529.00,520.00,520.00,524.01,"6,735.00",532.00,"3,529,234.00",22,-12.00,9.00,0.00,1.73,-0.77,0.00,0.00
19,SBI,-,"1,024.00","1,010.00","1,003.00","1,010.00","1,007.19","1,515.00","1,024.00","1,525,893.00",7,-14.00,7.00,0.00,0.70,0.28,0.00,0.00
20,SBL,-,649.00,645.00,626.00,645.00,636.50,"1,078.00",649.00,"686,150.00",7,-4.00,19.00,0.00,3.04,1.32,0.00,0.00
21,SCB,-,"1,990.00","1,960.00","1,911.00","1,911.00","1,924.54",723.00,"1,990.00","1,391,442.00",7,-79.00,49.00,0.00,2.56,-0.71,0.00,0.00
22,SRBL,-,393.00,399.00,381.00,395.00,392.00,"3,372.00",393.00,"1,321,826.00",17,2.00,18.00,0.00,4.72,0.76,0.00,0.00
