S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,630.00,649.00,622.00,640.00,633.42,"11,906.00",630.00,"7,541,497.00",53,10.00,27.00,0.00,4.34,1.03,0.00,0.00
2,CCBL,-,396.00,399.00,390.00,394.00,392.14,"14,315.00",396.00,"5,613,488.00",97,-2.00,9.00,0.00,2.31,0.47,0.00,0.00
3,CZBIL,-,790.00,800.00,789.00,790.00,792.26,"36,606.00",790.00,"29,001,540.00",179,0.00,11.00,0.00,1.39,-0.29,0.00,0.00
4,EBL,-,"2,925.00","2,929.00","2,900.00","2,925.00","2,912.59","10,330.00","2,925.00","30,087,028.00",57,0.00,29.00,0.00,1.00,0.42,0.00,0.00
5,GBIME,-,493.00,495.00,486.00,495.00,492.16,"36,401.00",493.00,"17,915,222.00",139,2.00,9.00,0.00,1.85,0.57,0.00,0.00
6,HBL,-,"1,375.00","1,426.00","1,380.00","1,426.00","1,390.53","23,810.00","1,375.00","33,108,558.00",62,51.00,46.00,0.00,3.33,2.49,0.00,0.00
7,LBL,-,681.00,690.00,676.00,683.00,680.30,"9,939.00",681.00,"6,761,496.00",46,2.00,14.00,0.00,2.07,0.40,0.00,0.00
8,NABIL,-,"2,241.00","2,261.00","2,235.00","2,251.00","2,244.77","23,129.00","2,241.00","51,919,320.00",70,10.00,26.00,0.00,1.16,0.28,0.00,0.00
9,NBB,-,590.00,625.00,597.00,622.00,606.84,"128,640.00",590.00,"78,063,752.00",270,32.00,28.00,0.00,4.69,2.44,0.00,0.00
10,NBL,-,425.00,440.00,427.00,440.00,432.42,"62,966.00",425.00,"27,227,932.00",88,15.00,13.00,0.00,3.04,1.72,0.00,0.00
11,NIB,-,"1,200.00","1,215.00","1,200.00","1,208.00","1,205.57","27,927.00","1,200.00","33,667,936.00",125,8.00,15.00,0.00,1.25,0.20,0.00,0.00
12,NICA,-,851.00,871.00,843.00,850.00,856.77,"29,317.00",851.00,"25,118,036.00",97,-1.00,28.00,0.00,3.32,-0.80,0.00,0.00
13,NMB,-,632.00,640.00,630.00,636.00,635.60,"23,174.00",632.00,"14,729,395.00",70,4.00,10.00,0.00,1.59,0.06,0.00,0.00
14,PCBL,-,620.00,640.00,628.00,635.00,633.29,"22,769.00",620.00,"14,419,424.00",96,15.00,12.00,0.00,1.91,0.27,0.00,0.00
15,SANIMA,-,872.00,899.00,885.00,890.00,890.02,"42,086.00",872.00,"37,457,488.00",201,18.00,14.00,0.00,1.58,-0.00,0.00,0.00
16,SBI,-,"1,726.00","1,790.00","1,734.00","1,780.00","1,761.27","14,400.00","1,726.00","25,362,228.00",66,54.00,56.00,0.00,3.23,1.05,0.00,0.00
17,SCB,-,"3,374.00","3,480.00","3,390.00","3,480.00","3,445.66","19,903.00","3,374.00","68,578,976.00",169,106.00,90.00,0.00,2.65,0.99,0.00,0.00
18,SRBL,-,584.00,590.00,577.00,580.00,583.82,"21,029.00",584.00,"12,277,116.00",56,-4.00,13.00,0.00,2.25,-0.66,0.00,0.00
