S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,111.00,110.00,107.00,110.00,108.70,"2,091.00",111.00,"227,290.00",20,-1.00,3.00,0.00,2.80,1.18,0.00,0.00
2,CZBIL,-,167.00,174.00,167.00,170.00,170.05,"5,356.00",167.00,"910,797.00",39,3.00,7.00,0.00,4.19,-0.03,0.00,0.00
3,EBL,-,672.00,683.00,665.00,683.00,669.63,"1,337.00",672.00,"895,294.00",14,11.00,18.00,0.00,2.71,1.96,0.00,0.00
4,HBL,-,462.00,458.00,458.00,458.00,458.00,710.00,462.00,"325,180.00",5,-4.00,0.00,0.00,0.00,0.00,0.00,0.00
5,KBL,-,183.00,184.00,180.00,184.00,181.57,"1,172.00",183.00,"212,804.00",10,1.00,4.00,0.00,2.22,1.32,0.00,0.00
6,LBL,-,234.00,232.00,230.00,230.00,230.02,"8,632.00",234.00,"1,985,560.00",5,-4.00,2.00,0.00,0.87,-0.01,0.00,0.00
7,NABIL,-,824.00,833.00,820.00,830.00,823.33,816.00,824.00,"671,835.00",5,6.00,13.00,0.00,1.59,0.80,0.00,0.00
8,NBB,-,110.00,112.00,110.00,112.00,110.38,525.00,110.00,"57,950.00",6,2.00,2.00,0.00,1.82,1.45,0.00,0.00
9,NIB,-,385.00,383.00,370.00,370.00,375.71,"2,982.00",385.00,"1,120,362.00",17,-15.00,13.00,0.00,3.51,-1.54,0.00,0.00
10,NMB,-,153.00,154.00,148.00,150.00,150.62,"3,631.00",153.00,"546,906.00",16,-3.00,6.00,0.00,4.05,-0.41,0.00,0.00
11,PCBL,-,180.00,183.00,177.00,180.00,177.82,"2,703.00",180.00,"480,634.00",27,0.00,6.00,0.00,3.39,1.21,0.00,0.00
12,SBI,-,420.00,428.00,420.00,422.00,421.25,491.00,420.00,"206,834.00",8,2.00,8.00,0.00,1.90,0.18,0.00,0.00
13,SBL,-,207.00,207.00,204.00,205.00,204.23,"2,102.00",207.00,"429,283.00",4,-2.00,3.00,0.00,1.47,0.38,0.00,0.00
14,SCB,-,"1,344.00","1,345.00","1,338.00","1,345.00","1,340.83",420.00,"1,344.00","563,147.00",7,1.00,7.00,0.00,0.52,0.31,0.00,0.00
15,SRBL,-,125.00,129.00,124.00,124.00,126.41,"1,004.00",125.00,"126,916.00",21,-1.00,5.00,0.00,4.03,-1.94,0.00,0.00
