S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,433.00,448.00,433.00,448.00,439.96,"16,129.00",433.00,"7,096,066.00",74,15.00,15.00,0.00,3.46,1.80,0.00,0.00
2,BOKL,-,462.00,472.00,462.00,470.00,466.21,"15,778.00",462.00,"7,355,825.00",82,8.00,10.00,0.00,2.16,0.81,0.00,0.00
3,CBL,-,248.00,260.00,248.00,260.00,254.16,"59,578.00",248.00,"15,142,165.00",161,12.00,12.00,0.00,4.84,2.25,0.00,0.00
4,CCBL,-,282.00,285.00,280.00,285.00,281.87,"14,944.00",282.00,"4,212,217.00",91,3.00,5.00,0.00,1.79,1.10,0.00,0.00
5,CZBIL,-,402.00,406.00,394.00,406.00,402.91,"8,903.00",402.00,"3,587,129.00",62,4.00,12.00,0.00,3.05,0.76,0.00,0.00
6,EBL,-,"1,368.00","1,367.00","1,360.00","1,363.00","1,364.56","6,497.00","1,368.00","8,865,518.00",73,-5.00,7.00,0.00,0.51,-0.11,0.00,0.00
7,GBIME,-,385.00,398.00,388.00,395.00,390.44,"41,946.00",385.00,"16,377,518.00",83,10.00,10.00,0.00,2.58,1.15,0.00,0.00
8,HBL,-,890.00,910.00,899.00,905.00,902.33,"2,995.00",890.00,"2,702,483.00",26,15.00,11.00,0.00,1.22,0.29,0.00,0.00
9,KBL,-,332.00,336.00,330.00,335.00,333.02,"28,283.00",332.00,"9,418,831.00",81,3.00,6.00,0.00,1.82,0.59,0.00,0.00
10,LBL,-,390.00,395.00,383.00,390.00,388.11,"2,827.00",390.00,"1,097,199.00",22,0.00,12.00,0.00,3.13,0.48,0.00,0.00
11,MBL,-,357.00,363.00,360.00,363.00,360.85,"8,296.00",357.00,"2,993,651.00",39,6.00,3.00,0.00,0.83,0.59,0.00,0.00
12,NABIL,-,"1,530.00","1,599.00","1,540.00","1,597.00","1,568.07","11,170.00","1,530.00","17,515,322.00",100,67.00,59.00,0.00,3.83,1.81,0.00,0.00
13,NBB,-,403.00,414.00,403.00,409.00,407.10,"8,119.00",403.00,"3,305,249.00",42,6.00,11.00,0.00,2.73,0.46,0.00,0.00
14,NBL,-,368.00,384.00,370.00,379.00,375.99,"26,755.00",368.00,"10,059,486.00",73,11.00,14.00,0.00,3.78,0.80,0.00,0.00
15,NCCB,-,383.00,390.00,385.00,385.00,387.17,"16,430.00",383.00,"6,361,207.00",84,2.00,5.00,0.00,1.30,-0.56,0.00,0.00
16,NIB,-,775.00,800.00,766.00,780.00,779.03,"19,271.00",775.00,"15,012,768.00",232,5.00,34.00,0.00,4.44,0.12,0.00,0.00
17,NICA,-,442.00,455.00,444.00,455.00,450.96,"11,095.00",442.00,"5,003,357.00",72,13.00,11.00,0.00,2.48,0.89,0.00,0.00
18,NMB,-,545.00,553.00,540.00,551.00,548.49,"8,427.00",545.00,"4,622,090.00",45,6.00,13.00,0.00,2.41,0.46,0.00,0.00
19,PCBL,-,422.00,430.00,422.00,427.00,426.73,"12,039.00",422.00,"5,137,377.00",65,5.00,8.00,0.00,1.90,0.06,0.00,0.00
20,PRVU,-,406.00,411.00,405.00,410.00,409.07,"22,881.00",406.00,"9,359,894.00",90,4.00,6.00,0.00,1.48,0.23,0.00,0.00
21,SANIMA,-,429.00,438.00,429.00,436.00,431.54,"71,820.00",429.00,"30,993,112.00",217,7.00,9.00,0.00,2.10,1.02,0.00,0.00
22,SBI,-,924.00,941.00,922.00,941.00,926.88,"5,888.00",924.00,"5,457,455.00",51,17.00,19.00,0.00,2.06,1.50,0.00,0.00
23,SBL,-,488.00,489.00,484.00,489.00,485.23,"19,749.00",488.00,"9,582,836.00",81,1.00,5.00,0.00,1.03,0.77,0.00,0.00
24,SCB,-,"2,298.00","2,309.00","2,296.00","2,306.00","2,301.41","7,422.00","2,298.00","17,081,040.00",224,8.00,13.00,0.00,0.57,0.20,0.00,0.00
25,SRBL,-,391.00,396.00,385.00,393.00,392.84,"3,274.00",391.00,"1,286,154.00",22,2.00,11.00,0.00,2.86,0.04,0.00,0.00
