S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,57.92,515.00,533.00,510.00,532.00,522.05,"131,127.00",517.00,"68,454,221.00",520,15.00,23.00,2.90,4.51,1.87,576.00,313.00
2,BOKL,54.70,247.00,261.00,247.00,253.00,252.12,"89,594.00",252.00,"22,588,031.00",296,1.00,14.00,0.40,5.67,0.35,301.00,196.00
3,CBL,50.94,178.00,188.00,177.00,180.00,179.93,"153,476.00",181.00,"27,615,575.00",392,-1.00,11.00,-0.55,6.21,0.04,203.00,125.00
4,CCBL,51.02,200.00,209.00,198.00,207.00,204.77,"157,915.00",202.00,"32,335,842.00",524,5.00,11.00,2.48,5.56,1.08,242.00,136.00
5,CZBIL,49.65,242.00,242.00,230.00,236.00,234.66,"99,683.00",231.00,"23,391,133.00",416,5.00,12.00,2.16,5.22,0.57,278.00,164.00
6,EBL,59.12,680.00,705.00,677.00,702.00,691.04,"58,068.00",684.00,"40,127,110.00",310,18.00,28.00,2.63,4.14,1.56,932.00,517.00
7,GBIME,53.86,329.00,345.00,322.00,339.00,334.32,"311,868.00",329.00,"104,262,436.00","1,415",10.00,23.00,3.04,7.14,1.38,383.00,144.48
8,HBL,52.48,646.00,675.00,646.00,664.00,662.13,"36,036.00",659.00,"23,860,545.00",263,5.00,29.00,0.76,4.49,0.28,749.00,452.00
9,KBL,49.63,236.00,246.00,231.00,241.00,236.29,"209,663.00",236.00,"49,542,089.00",637,5.00,15.00,2.12,6.49,1.95,303.00,153.00
10,LBL,49.97,290.00,290.00,271.00,281.00,279.10,"48,354.00",277.00,"13,495,452.00",197,4.00,19.00,1.44,7.01,0.68,325.00,184.00
11,MBL,49.95,253.00,253.00,236.00,243.00,240.67,"63,831.00",241.00,"15,362,142.00",228,2.00,17.00,0.83,7.20,0.96,295.00,199.00
12,MEGA,52.11,262.00,267.00,250.00,267.00,260.28,"214,456.00",259.00,"55,817,905.00",697,8.00,17.00,3.09,6.80,2.52,312.00,181.00
13,NABIL,57.69,"1,070.00","1,147.00","1,057.00","1,118.00","1,096.52","164,879.00","1,078.00","180,793,589.00","1,118",40.00,90.00,3.71,8.51,1.92,"1,244.00",594.00
14,NBB,52.15,275.00,275.00,253.00,265.00,262.64,"185,495.00",262.00,"48,718,423.00",639,3.00,22.00,1.15,8.70,0.89,330.00,169.00
15,NBL,56.14,391.00,405.00,385.00,402.00,396.52,"372,405.00",391.00,"147,664,544.00",924,11.00,20.00,2.81,5.19,1.36,427.00,214.00
16,NCCB,54.14,275.00,298.00,275.00,290.00,284.45,"173,445.00",280.00,"49,336,759.00",486,10.00,23.00,3.57,8.36,1.91,312.00,163.00
17,NIB,53.06,460.00,488.00,451.00,483.00,473.38,"115,343.00",468.00,"54,600,769.00",576,15.00,37.00,3.21,8.20,1.99,532.00,335.00
18,NICA,56.03,623.00,636.00,620.00,633.00,628.28,"148,276.00",623.00,"93,158,756.00",664,10.00,16.00,1.61,2.58,0.75,720.00,404.00
19,NMB,52.71,426.00,459.00,426.00,450.00,447.27,"185,378.00",445.00,"82,913,133.00",932,5.00,33.00,1.12,7.75,0.61,517.00,321.00
20,PCBL,56.06,393.00,410.00,387.00,400.00,397.03,"177,942.00",393.00,"70,648,838.00",678,7.00,23.00,1.78,5.94,0.74,436.00,219.19
21,PRVU,57.22,340.00,345.00,320.00,345.00,333.35,"759,973.00",342.00,"253,339,845.00","2,331",3.00,25.00,0.88,7.81,3.38,400.00,195.00
22,SANIMA,49.91,318.00,324.00,311.00,319.00,316.42,"61,452.00",312.00,"19,444,493.00",267,7.00,13.00,2.24,4.18,0.81,437.00,287.00
23,SBI,49.82,425.00,433.00,415.00,424.00,419.83,"28,907.00",418.00,"12,135,933.00",134,6.00,18.00,1.44,4.34,0.98,583.00,346.00
24,SBL,57.53,366.00,384.00,359.00,373.00,369.46,"127,416.00",366.00,"47,075,654.00",501,7.00,25.00,1.91,6.96,0.95,408.00,252.00
25,SCB,51.09,639.00,655.00,635.00,655.00,646.96,"35,824.00",639.00,"23,176,753.00",275,16.00,20.00,2.50,3.15,1.23,850.00,505.00
26,SRBL,58.78,260.00,260.00,247.00,260.00,253.70,"71,324.00",250.00,"18,095,049.00",293,10.00,13.00,4.00,5.26,2.42,316.00,201.00
