S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,124.00,130.00,126.00,130.00,127.64,523.00,124.00,"66,758.00",7,6.00,4.00,0.00,3.17,1.81,0.00,0.00
2,CZBIL,-,151.00,154.00,154.00,154.00,154.00,120.00,151.00,"18,480.00",1,3.00,0.00,0.00,0.00,0.00,0.00,0.00
3,EBL,-,876.00,946.00,893.00,925.00,906.65,941.00,876.00,"853,153.00",8,49.00,53.00,0.00,5.94,1.98,0.00,0.00
4,HBL,-,399.00,414.00,406.00,414.00,410.80,25.00,399.00,"10,270.00",2,15.00,8.00,0.00,1.97,0.77,0.00,0.00
5,KBL,-,194.00,213.00,197.00,213.00,208.94,266.00,194.00,"55,577.00",6,19.00,16.00,0.00,8.12,1.91,0.00,0.00
6,LBL,-,259.00,284.00,263.00,280.00,276.89,936.00,259.00,"259,170.00",11,21.00,21.00,0.00,7.98,1.11,0.00,0.00
7,MBL,-,109.00,119.00,111.00,119.00,113.55,840.00,109.00,"95,378.00",6,10.00,8.00,0.00,7.21,4.58,0.00,0.00
8,NABIL,-,898.00,987.00,915.00,987.00,979.47,"1,362.00",898.00,"1,334,036.00",11,89.00,72.00,0.00,7.87,0.76,0.00,0.00
9,NBB,-,114.00,124.00,116.00,122.00,121.98,"1,410.00",114.00,"171,990.00",10,8.00,8.00,0.00,6.90,0.02,0.00,0.00
10,NIB,-,415.00,448.00,423.00,448.00,437.30,820.00,415.00,"358,590.00",5,33.00,25.00,0.00,5.91,2.39,0.00,0.00
11,NMB,-,141.00,154.00,143.00,154.00,149.43,187.00,141.00,"27,944.00",6,13.00,11.00,0.00,7.69,2.97,0.00,0.00
12,PCBL,-,169.00,184.00,169.00,184.00,178.24,"5,462.00",169.00,"973,520.00",38,15.00,15.00,0.00,8.88,3.13,0.00,0.00
13,SBL,-,182.00,200.00,185.00,200.00,192.73,80.00,182.00,"15,418.00",7,18.00,15.00,0.00,8.11,3.64,0.00,0.00
14,SCB,-,"1,430.00","1,573.00","1,458.00","1,573.00","1,507.69","2,217.00","1,430.00","3,342,556.00",30,143.00,115.00,0.00,7.89,4.15,0.00,0.00
15,SRBL,-,119.00,127.00,119.00,127.00,119.57,"1,447.00",119.00,"173,019.00",7,8.00,8.00,0.00,6.72,5.85,0.00,0.00
