S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,119.00,117.00,114.00,114.00,115.00,"5,809.00",119.00,"668,048.00",74,-5.00,3.00,0.00,2.63,-0.88,0.00,0.00
2,CZBIL,-,166.00,167.00,164.00,166.00,165.82,900.00,166.00,"149,240.00",6,0.00,3.00,0.00,1.83,0.11,0.00,0.00
3,EBL,-,740.00,754.00,738.00,740.00,738.92,"1,336.00",740.00,"987,191.00",14,0.00,16.00,0.00,2.17,0.15,0.00,0.00
4,HBL,-,603.00,613.00,600.00,600.00,604.97,612.00,603.00,"370,242.00",8,-3.00,13.00,0.00,2.17,-0.83,0.00,0.00
5,KBL,-,219.00,217.00,215.00,217.00,215.04,632.00,219.00,"135,908.00",3,-2.00,2.00,0.00,0.93,0.90,0.00,0.00
6,LBL,-,255.00,253.00,253.00,253.00,253.00,106.00,255.00,"26,818.00",1,-2.00,0.00,0.00,0.00,0.00,0.00,0.00
7,MBL,-,113.00,116.00,113.00,113.00,113.97,"4,342.00",113.00,"494,878.00",6,0.00,3.00,0.00,2.65,-0.86,0.00,0.00
8,NABIL,-,850.00,855.00,838.00,843.00,841.63,589.00,850.00,"495,721.00",7,-7.00,17.00,0.00,2.03,0.16,0.00,0.00
9,NBB,-,132.00,131.00,126.00,128.00,127.74,786.00,132.00,"100,405.00",10,-4.00,5.00,0.00,3.97,0.20,0.00,0.00
10,NIB,-,407.00,409.00,405.00,407.00,407.35,"2,416.00",407.00,"984,166.00",14,0.00,4.00,0.00,0.99,-0.09,0.00,0.00
11,PCBL,-,192.00,191.00,185.00,191.00,189.34,362.00,192.00,"68,541.00",9,-1.00,6.00,0.00,3.24,0.87,0.00,0.00
12,SBI,-,440.00,435.00,425.00,425.00,431.64,"1,587.00",440.00,"685,015.00",4,-15.00,10.00,0.00,2.35,-1.56,0.00,0.00
13,SBL,-,236.00,235.00,233.00,235.00,233.83,550.00,236.00,"128,604.00",9,-1.00,2.00,0.00,0.86,0.50,0.00,0.00
14,SCB,-,"1,339.00","1,345.00","1,338.00","1,342.00","1,340.13",361.00,"1,339.00","483,788.00",7,3.00,7.00,0.00,0.52,0.14,0.00,0.00
15,SRBL,-,136.00,140.00,135.00,135.00,136.05,336.00,136.00,"45,713.00",10,-1.00,5.00,0.00,3.70,-0.78,0.00,0.00
