S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,306.00,326.00,283.00,316.00,299.17,"16,469.00",300.00,"4,927,113.00",86,16.00,43.00,5.33,15.19,5.32,615.00,299.00
2,BOKL,-,305.00,322.00,294.00,316.00,303.47,"24,965.00",310.00,"7,576,032.00",124,6.00,28.00,1.94,9.52,3.97,563.00,308.00
3,CBL,-,139.00,147.00,136.00,145.00,141.33,"21,454.00",140.00,"3,032,038.00",73,5.00,11.00,3.57,8.09,2.53,316.00,137.00
4,CCBL,-,165.00,175.00,155.00,174.00,160.76,"48,424.00",163.00,"7,784,501.00",152,11.00,20.00,6.75,12.90,7.61,437.00,156.00
5,CZBIL,-,245.00,267.00,236.00,250.00,246.75,"22,842.00",248.00,"5,636,331.00",88,2.00,31.00,0.81,13.14,1.30,469.00,245.00
6,EBL,-,660.00,728.00,652.00,715.00,676.37,"16,465.00",665.00,"11,136,417.00",166,50.00,76.00,7.52,11.66,5.40,"2,142.00",650.00
7,GBIME,-,294.00,305.00,285.00,302.00,295.13,"17,995.00",294.00,"5,310,846.00",106,8.00,20.00,2.72,7.02,2.28,461.00,290.00
8,HBL,-,567.00,585.00,560.00,580.00,567.72,"3,266.00",572.00,"1,854,183.00",31,8.00,25.00,1.40,4.46,2.12,"1,144.00",567.00
9,KBL,-,230.00,241.00,219.00,240.00,231.12,"29,736.00",233.00,"6,872,539.00",103,7.00,22.00,3.00,10.05,3.70,434.00,233.00
10,LBL,-,215.00,240.00,209.00,230.00,217.98,"13,866.00",219.00,"3,022,548.00",70,11.00,31.00,5.02,14.83,5.22,814.00,217.00
11,MBL,-,208.00,223.00,201.00,217.00,207.68,"18,030.00",212.00,"3,744,533.00",70,5.00,22.00,2.36,10.95,4.29,495.00,205.00
12,NABIL,-,925.00,950.00,888.00,939.00,911.88,"25,557.00",925.00,"23,304,842.00",225,14.00,62.00,1.51,6.98,2.89,"1,810.00",920.00
13,NBB,-,215.00,230.00,204.00,229.00,215.10,"18,038.00",211.00,"3,879,977.00",99,18.00,26.00,8.53,12.75,6.07,775.00,209.00
14,NBL,-,295.00,309.00,285.00,300.00,297.83,"69,034.00",294.00,"20,560,564.00",141,6.00,24.00,2.04,8.42,0.72,540.00,289.00
15,NCCB,-,227.00,236.00,217.00,232.00,223.37,"38,051.00",230.00,"8,499,568.00",92,2.00,19.00,0.87,8.76,3.72,473.00,228.00
16,NIB,-,632.00,651.00,616.00,636.00,628.23,"32,305.00",635.00,"20,294,852.00",236,1.00,35.00,0.16,5.68,1.22,867.00,611.00
17,NICA,-,295.00,309.00,285.00,308.00,294.81,"13,125.00",298.00,"3,869,370.00",62,10.00,24.00,3.36,8.42,4.28,540.00,294.00
18,NMB,-,391.00,410.00,384.00,410.00,399.06,"12,758.00",395.00,"5,091,215.00",50,15.00,26.00,3.80,6.77,2.67,678.00,393.00
19,PCBL,-,270.00,295.00,266.00,285.00,273.65,"12,378.00",275.00,"3,387,249.00",64,10.00,29.00,3.64,10.90,3.98,504.00,265.00
20,PRVU,-,198.00,213.00,196.00,207.00,201.38,"26,563.00",200.00,"5,349,372.00",102,7.00,17.00,3.50,8.67,2.71,460.00,198.00
21,SANIMA,-,335.00,353.00,324.00,345.00,336.14,"44,872.00",335.00,"15,083,494.00",193,10.00,29.00,2.99,8.95,2.57,579.00,299.20
22,SBI,-,510.00,530.00,495.00,530.00,505.28,"6,144.00",516.00,"3,104,465.00",53,14.00,35.00,2.71,7.07,4.66,"1,510.00",515.00
23,SBL,-,279.00,300.00,276.00,294.00,284.94,"46,045.00",281.00,"13,119,884.00",103,13.00,24.00,4.63,8.70,3.08,804.00,276.00
24,SCB,-,830.00,880.00,776.00,872.00,803.54,"9,284.00",830.00,"7,460,102.00",154,42.00,104.00,5.06,13.40,7.85,"2,507.00",830.00
25,SRBL,-,225.00,235.00,215.00,233.00,223.53,"8,735.00",225.00,"1,952,499.00",36,8.00,20.00,3.56,9.30,4.07,605.00,219.00
