S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,670.00,680.00,661.00,677.00,672.34,"9,201.00",670.00,"6,186,237.00",31,7.00,19.00,0.00,2.87,0.69,0.00,0.00
2,CCBL,-,406.00,416.00,408.00,410.00,410.92,"28,123.00",406.00,"11,556,178.00",116,4.00,8.00,0.00,1.96,-0.22,0.00,0.00
3,CZBIL,-,590.00,604.00,590.00,590.00,596.63,"63,364.00",590.00,"37,804,760.00",262,0.00,14.00,0.00,2.37,-1.12,0.00,0.00
4,EBL,-,"2,805.00","2,876.00","2,800.00","2,845.00","2,828.41","5,674.00","2,805.00","16,048,381.00",47,40.00,76.00,0.00,2.71,0.58,0.00,0.00
5,GBIME,-,495.00,510.00,498.00,500.00,499.88,"27,170.00",495.00,"13,581,854.00",125,5.00,12.00,0.00,2.41,0.02,0.00,0.00
6,HBL,-,"1,429.00","1,465.00","1,425.00","1,440.00","1,448.02","8,253.00","1,429.00","11,950,536.00",38,11.00,40.00,0.00,2.81,-0.56,0.00,0.00
7,LBL,-,740.00,765.00,746.00,760.00,755.21,"18,113.00",740.00,"13,679,059.00",80,20.00,19.00,0.00,2.55,0.63,0.00,0.00
8,MEGA,-,505.00,526.00,502.00,524.00,519.27,"64,356.00",505.00,"33,418,182.00",267,19.00,24.00,0.00,4.78,0.90,0.00,0.00
9,NABIL,-,"2,195.00","2,240.00","2,200.00","2,235.00","2,216.41","2,553.00","2,195.00","5,658,496.00",29,40.00,40.00,0.00,1.82,0.83,0.00,0.00
10,NBB,-,740.00,804.00,750.00,798.00,783.93,"368,955.00",740.00,"289,236,256.00",931,58.00,54.00,0.00,7.20,1.76,0.00,0.00
11,NBL,-,466.00,484.00,469.00,473.00,471.18,"33,267.00",466.00,"15,674,587.00",39,7.00,15.00,0.00,3.20,0.39,0.00,0.00
12,NIB,-,"1,023.00","1,032.00","1,020.00","1,026.00","1,026.53","17,097.00","1,023.00","17,550,664.00",87,3.00,12.00,0.00,1.18,-0.05,0.00,0.00
13,NICA,-,732.00,749.00,735.00,741.00,742.44,"20,109.00",732.00,"14,929,714.00",76,9.00,14.00,0.00,1.90,-0.19,0.00,0.00
14,NMB,-,652.00,677.00,655.00,675.00,670.26,"34,887.00",652.00,"23,383,308.00",97,23.00,22.00,0.00,3.36,0.70,0.00,0.00
15,PCBL,-,658.00,685.00,658.00,685.00,677.07,"71,324.00",658.00,"48,291,288.00",238,27.00,27.00,0.00,4.10,1.16,0.00,0.00
16,SANIMA,-,653.00,705.00,666.00,692.00,692.76,"154,894.00",653.00,"107,303,936.00",531,39.00,39.00,0.00,5.86,-0.11,0.00,0.00
17,SBI,-,"1,705.00","1,738.00","1,700.00","1,714.00","1,717.66","6,647.00","1,705.00","11,417,275.00",33,9.00,38.00,0.00,2.24,-0.21,0.00,0.00
18,SCB,-,"2,875.00","2,930.00","2,900.00","2,904.00","2,909.92","2,524.00","2,875.00","7,344,639.00",32,29.00,30.00,0.00,1.03,-0.20,0.00,0.00
19,SRBL,-,625.00,646.00,631.00,643.00,639.10,"35,529.00",625.00,"22,706,594.00",117,18.00,15.00,0.00,2.38,0.61,0.00,0.00
