S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,423.00,429.00,421.00,425.00,423.43,"5,998.00",423.00,"2,539,736.00",39,2.00,8.00,0.00,1.90,0.37,0.00,0.00
2,BOKL,-,403.00,411.00,403.00,406.00,405.56,"15,434.00",403.00,"6,259,483.00",50,3.00,8.00,0.00,1.99,0.11,0.00,0.00
3,CBL,-,189.00,193.00,186.00,192.00,190.99,"33,346.00",189.00,"6,368,740.00",102,3.00,7.00,0.00,3.76,0.53,0.00,0.00
4,CCBL,-,217.00,218.00,213.00,216.00,215.63,"26,424.00",217.00,"5,697,866.00",128,-1.00,5.00,0.00,2.35,0.17,0.00,0.00
5,CZBIL,-,292.00,295.00,290.00,293.00,291.87,"8,329.00",292.00,"2,430,983.00",52,1.00,5.00,0.00,1.72,0.39,0.00,0.00
6,EBL,-,"1,155.00","1,170.00","1,155.00","1,165.00","1,163.84","17,057.00","1,155.00","19,851,560.00",154,10.00,15.00,0.00,1.30,0.10,0.00,0.00
7,GBIME,-,318.00,320.00,314.00,319.00,318.73,"6,449.00",318.00,"2,055,486.00",43,1.00,6.00,0.00,1.91,0.08,0.00,0.00
8,HBL,-,837.00,853.00,840.00,840.00,848.15,"2,105.00",837.00,"1,785,355.00",21,3.00,13.00,0.00,1.55,-0.97,0.00,0.00
9,KBL,-,294.00,297.00,291.00,291.00,294.20,"12,603.00",294.00,"3,707,758.00",58,-3.00,6.00,0.00,2.06,-1.10,0.00,0.00
10,LBL,-,300.00,305.00,299.00,301.00,300.83,"3,637.00",300.00,"1,094,123.00",38,1.00,6.00,0.00,2.01,0.06,0.00,0.00
11,MBL,-,279.00,286.00,279.00,282.00,281.82,"5,823.00",279.00,"1,641,047.00",35,3.00,7.00,0.00,2.51,0.06,0.00,0.00
12,NABIL,-,"1,145.00","1,168.00","1,160.00","1,166.00","1,164.40","3,050.00","1,145.00","3,551,417.00",32,21.00,8.00,0.00,0.69,0.14,0.00,0.00
13,NBB,-,283.00,290.00,283.00,286.00,286.55,"19,196.00",283.00,"5,500,542.00",65,3.00,7.00,0.00,2.47,-0.19,0.00,0.00
14,NBL,-,350.00,352.00,348.00,352.00,349.96,"25,073.00",350.00,"8,774,589.00",58,2.00,4.00,0.00,1.15,0.58,0.00,0.00
15,NCCB,-,340.00,345.00,340.00,344.00,341.55,"4,686.00",340.00,"1,600,506.00",36,4.00,5.00,0.00,1.47,0.71,0.00,0.00
16,NIB,-,647.00,658.00,646.00,647.00,649.78,"11,535.00",647.00,"7,495,179.00",84,0.00,12.00,0.00,1.86,-0.43,0.00,0.00
17,NICA,-,350.00,351.00,346.00,351.00,349.56,"12,911.00",350.00,"4,513,212.00",45,1.00,5.00,0.00,1.45,0.41,0.00,0.00
18,NMB,-,466.00,470.00,465.00,466.00,466.69,"2,932.00",466.00,"1,368,324.00",22,0.00,5.00,0.00,1.08,-0.15,0.00,0.00
19,PCBL,-,433.00,439.00,435.00,435.00,436.57,"12,010.00",433.00,"5,243,190.00",100,2.00,4.00,0.00,0.92,-0.36,0.00,0.00
20,PRVU,-,344.00,347.00,343.00,344.00,345.13,"15,406.00",344.00,"5,317,015.00",63,0.00,4.00,0.00,1.17,-0.33,0.00,0.00
21,SANIMA,-,350.00,352.00,347.00,350.00,349.93,"14,554.00",350.00,"5,092,861.00",55,0.00,5.00,0.00,1.44,0.02,0.00,0.00
22,SBI,-,732.00,742.00,735.00,738.00,739.07,"2,217.00",732.00,"1,638,528.00",33,6.00,7.00,0.00,0.95,-0.15,0.00,0.00
23,SBL,-,377.00,385.00,377.00,385.00,382.31,"11,704.00",377.00,"4,474,609.00",60,8.00,8.00,0.00,2.12,0.70,0.00,0.00
24,SCB,-,"2,041.00","2,059.00","2,038.00","2,048.00","2,048.67","3,890.00","2,041.00","7,969,345.00",115,7.00,21.00,0.00,1.03,-0.03,0.00,0.00
25,SRBL,-,268.00,275.00,267.00,270.00,269.52,"11,350.00",268.00,"3,059,087.00",40,2.00,8.00,0.00,3.00,0.18,0.00,0.00
