S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,226.00,232.00,226.00,227.00,226.61,"2,263.00",226.00,"512,829.00",33,1.00,6.00,0.00,2.65,0.17,0.00,0.00
2,CBL,-,154.00,156.00,151.00,155.00,153.32,"12,805.00",154.00,"1,963,285.00",75,1.00,5.00,0.00,3.31,1.08,0.00,0.00
3,CZBIL,-,265.00,265.00,252.00,259.00,259.48,"5,030.00",265.00,"1,305,178.00",17,-6.00,13.00,0.00,5.16,-0.18,0.00,0.00
4,EBL,-,"1,560.00","1,561.00","1,547.00","1,550.00","1,549.95","2,458.00","1,560.00","3,809,780.00",16,-10.00,14.00,0.00,0.90,0.00,0.00,0.00
5,GBIME,-,480.00,490.00,479.00,486.00,483.71,"5,471.00",480.00,"2,646,389.00",29,6.00,11.00,0.00,2.30,0.47,0.00,0.00
6,HBL,-,730.00,732.00,727.00,732.00,728.88,270.00,730.00,"196,797.00",3,2.00,5.00,0.00,0.69,0.43,0.00,0.00
7,KBL,-,260.00,264.00,255.00,259.00,257.37,"4,158.00",260.00,"1,070,136.00",21,-1.00,9.00,0.00,3.53,0.63,0.00,0.00
8,LBL,-,318.00,313.00,306.00,313.00,306.81,"1,596.00",318.00,"489,668.00",4,-5.00,7.00,0.00,2.29,1.98,0.00,0.00
9,MBL,-,209.00,214.00,209.00,209.00,211.03,"2,806.00",209.00,"592,147.00",7,0.00,5.00,0.00,2.39,-0.97,0.00,0.00
10,NABIL,-,"1,770.00","1,795.00","1,770.00","1,770.00","1,773.82","1,506.00","1,770.00","2,671,367.00",16,0.00,25.00,0.00,1.41,-0.22,0.00,0.00
11,NBB,-,294.00,292.00,286.00,289.00,288.23,"16,010.00",294.00,"4,614,595.00",39,-5.00,6.00,0.00,2.10,0.27,0.00,0.00
12,NBL,-,699.00,708.00,678.00,695.00,690.53,"2,872.00",699.00,"1,983,200.00",32,-4.00,30.00,0.00,4.42,0.64,0.00,0.00
13,NCCB,-,225.00,230.00,223.00,225.00,225.39,"11,940.00",225.00,"2,691,140.00",18,0.00,7.00,0.00,3.14,-0.17,0.00,0.00
14,NIB,-,729.00,754.00,719.00,730.00,724.66,"7,338.00",729.00,"5,317,585.00",40,1.00,35.00,0.00,4.87,0.73,0.00,0.00
15,NMB,-,260.00,259.00,253.00,255.00,255.31,"2,956.00",260.00,"754,711.00",11,-5.00,6.00,0.00,2.37,-0.12,0.00,0.00
16,PCBL,-,308.00,315.00,303.00,315.00,311.10,"4,169.00",308.00,"1,296,989.00",31,7.00,12.00,0.00,3.96,1.24,0.00,0.00
17,SBI,-,831.00,838.00,820.00,837.00,830.23,"3,066.00",831.00,"2,545,473.00",15,6.00,18.00,0.00,2.20,0.81,0.00,0.00
18,SBL,-,282.00,285.00,280.00,285.00,280.78,"1,118.00",282.00,"313,910.00",8,3.00,5.00,0.00,1.79,1.48,0.00,0.00
19,SCB,-,"1,800.00","1,825.00","1,800.00","1,815.00","1,811.07","1,608.00","1,800.00","2,912,202.00",25,15.00,25.00,0.00,1.39,0.22,0.00,0.00
20,SRBL,-,216.00,218.00,214.00,216.00,216.40,"3,664.00",216.00,"792,897.00",25,0.00,4.00,0.00,1.87,-0.19,0.00,0.00
