S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,347.00,350.00,345.00,345.00,347.46,"3,486.00",350.00,"1,211,240.00",35,-5.00,5.00,-1.43,1.45,-0.71,423.00,283.00
2,BOKL,-,266.00,267.00,264.00,264.00,265.22,"10,805.00",265.00,"2,865,751.00",54,-1.00,3.00,-0.38,1.14,-0.46,409.00,250.00
3,CBL,-,161.00,163.00,160.00,162.00,161.21,"8,789.00",161.00,"1,416,892.00",33,1.00,3.00,0.62,1.88,0.49,188.00,136.00
4,CCBL,-,171.00,172.00,169.00,171.00,171.09,"13,916.00",172.00,"2,380,899.00",59,-1.00,3.00,-0.58,1.78,-0.05,207.00,155.00
5,CZBIL,-,217.00,218.00,215.00,218.00,215.96,"16,613.00",219.00,"3,587,723.00",50,-1.00,3.00,-0.46,1.40,0.94,300.00,207.00
6,EBL,-,535.00,535.00,528.00,530.00,529.59,"7,974.00",533.00,"4,222,959.00",55,-3.00,7.00,-0.56,1.33,0.08,900.00,515.00
7,GBIME,-,267.00,269.00,266.00,268.00,267.49,"4,500.00",267.00,"1,203,692.00",33,1.00,3.00,0.37,1.13,0.19,344.00,264.00
8,HBL,-,464.00,464.00,455.00,455.00,459.48,"1,001.00",461.00,"459,935.00",16,-6.00,9.00,-1.30,1.98,-0.98,682.00,449.00
9,KBL,-,248.00,251.00,248.00,251.00,249.75,"10,863.00",251.00,"2,713,069.00",47,0.00,3.00,0.00,1.21,0.50,290.00,187.00
10,LBL,-,218.00,218.00,215.00,217.00,216.72,"3,655.00",218.00,"792,105.00",19,-1.00,3.00,-0.46,1.40,0.13,292.00,209.00
11,MBL,-,207.00,211.00,207.00,209.00,207.42,"83,362.00",208.00,"17,290,712.00",38,1.00,4.00,0.48,1.93,0.76,275.00,113.60
12,MEGA,-,173.00,173.00,169.00,170.00,170.17,"17,594.00",172.00,"2,993,946.00",61,-2.00,4.00,-1.16,2.37,-0.10,449.00,150.00
13,NABIL,-,845.00,845.00,836.00,844.00,841.05,"2,128.00",845.00,"1,789,744.00",39,-1.00,9.00,-0.12,1.08,0.35,"1,130.00",830.00
14,NBB,-,190.00,190.00,188.00,188.00,189.06,"17,476.00",191.00,"3,304,017.00",52,-3.00,2.00,-1.57,1.06,-0.56,274.00,188.00
15,NBL,-,292.00,295.00,288.00,293.00,290.35,"87,574.00",291.00,"25,427,476.00",223,2.00,7.00,0.69,2.43,0.90,375.00,280.00
16,NCCB,-,216.00,218.00,216.00,217.00,216.83,"27,724.00",216.00,"6,011,291.00",72,1.00,2.00,0.46,0.93,0.08,337.00,172.00
17,NIB,-,549.00,549.00,540.00,543.00,542.31,"12,044.00",544.00,"6,531,543.00",100,-1.00,9.00,-0.18,1.67,0.13,700.00,540.00
18,NICA,-,400.00,401.00,395.00,396.00,396.64,"27,748.00",398.00,"11,005,936.00",139,-2.00,6.00,-0.50,1.52,-0.16,459.00,285.00
19,NMB,-,323.00,324.00,321.00,324.00,322.90,"8,437.00",323.00,"2,724,312.00",52,1.00,3.00,0.31,0.93,0.34,502.00,303.00
20,PCBL,-,325.00,328.00,325.00,328.00,326.74,"14,432.00",327.00,"4,715,469.00",47,1.00,3.00,0.31,0.92,0.39,352.00,265.00
21,PRVU,-,243.00,246.00,241.00,243.00,243.40,"45,703.00",244.00,"11,124,328.00",88,-1.00,5.00,-0.41,2.07,-0.17,261.00,175.00
22,SANIMA,-,306.00,306.00,304.00,306.00,304.86,"9,750.00",307.00,"2,972,343.00",49,-1.00,2.00,-0.33,0.66,0.37,386.00,295.00
23,SBI,-,386.00,392.00,386.00,390.00,388.14,"1,178.00",385.00,"457,230.00",12,5.00,6.00,1.30,1.55,0.48,634.00,380.00
24,SBL,-,294.00,294.00,290.00,293.00,291.48,"5,575.00",293.00,"1,625,008.00",35,0.00,4.00,0.00,1.38,0.52,380.00,276.00
25,SCB,-,590.00,599.00,589.00,589.00,591.91,"5,909.00",594.00,"3,497,577.00",58,-5.00,10.00,-0.84,1.70,-0.49,"1,050.00",550.00
26,SRBL,-,215.00,218.00,214.00,215.00,215.08,"1,119.00",216.00,"240,672.00",15,-1.00,4.00,-0.46,1.87,-0.04,281.00,211.00
