S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,540.00,541.00,529.00,530.00,533.47,"3,290.00",540.00,"1,755,127.00",27,-10.00,12.00,0.00,2.27,-0.66,0.00,0.00
2,BOKL,-,656.00,658.00,640.00,641.00,647.84,"34,307.00",656.00,"22,225,576.00",206,-15.00,18.00,0.00,2.81,-1.07,0.00,0.00
3,CBL,-,260.00,264.00,253.00,256.00,255.58,"23,960.00",260.00,"6,123,747.00",98,-4.00,11.00,0.00,4.35,0.16,0.00,0.00
4,CCBL,-,375.00,375.00,364.00,370.00,369.65,"4,408.00",375.00,"1,629,400.00",40,-5.00,11.00,0.00,3.02,0.10,0.00,0.00
5,CZBIL,-,498.00,500.00,492.00,492.00,495.73,"12,855.00",498.00,"6,372,591.00",91,-6.00,8.00,0.00,1.63,-0.76,0.00,0.00
6,EBL,-,"3,249.00","3,260.00","3,210.00","3,212.00","3,231.11","9,818.00","3,249.00","31,723,056.00",106,-37.00,50.00,0.00,1.56,-0.60,0.00,0.00
7,GBIME,-,436.00,439.00,431.00,439.00,434.51,"5,039.00",436.00,"2,189,492.00",49,3.00,8.00,0.00,1.86,1.02,0.00,0.00
8,HBL,-,"1,234.00","1,234.00","1,204.00","1,225.00","1,217.96","1,893.00","1,234.00","2,305,603.00",21,-9.00,30.00,0.00,2.49,0.57,0.00,0.00
9,KBL,-,557.00,560.00,545.00,545.00,553.53,"14,116.00",557.00,"7,813,620.00",95,-12.00,15.00,0.00,2.75,-1.57,0.00,0.00
10,LBL,-,730.00,740.00,728.00,729.00,730.41,"4,476.00",730.00,"3,269,330.00",25,-1.00,12.00,0.00,1.65,-0.19,0.00,0.00
11,MBL,-,495.00,514.00,500.00,506.00,509.62,"19,974.00",495.00,"10,179,178.00",127,11.00,14.00,0.00,2.80,-0.72,0.00,0.00
12,MEGA,-,517.00,525.00,512.00,516.00,515.83,"17,394.00",517.00,"8,972,350.00",139,-1.00,13.00,0.00,2.54,0.03,0.00,0.00
13,NABIL,-,"1,630.00","1,615.00","1,600.00","1,600.00","1,606.07","2,229.00","1,630.00","3,579,929.00",26,-30.00,15.00,0.00,0.94,-0.38,0.00,0.00
14,NBB,-,770.00,777.00,755.00,755.00,763.72,"13,887.00",770.00,"10,605,804.00",83,-15.00,22.00,0.00,2.91,-1.16,0.00,0.00
15,NBL,-,407.00,411.00,404.00,406.00,407.38,"8,550.00",407.00,"3,483,090.00",39,-1.00,7.00,0.00,1.73,-0.34,0.00,0.00
16,NIB,-,742.00,746.00,731.00,735.00,739.65,"11,386.00",742.00,"8,421,656.00",113,-7.00,15.00,0.00,2.05,-0.63,0.00,0.00
17,NICA,-,536.00,538.00,522.00,529.00,528.94,"10,906.00",536.00,"5,768,611.00",67,-7.00,16.00,0.00,3.07,0.01,0.00,0.00
18,NMB,-,660.00,665.00,648.00,648.00,655.70,"8,199.00",660.00,"5,376,084.00",53,-12.00,17.00,0.00,2.62,-1.19,0.00,0.00
19,PCBL,-,535.00,539.00,528.00,530.00,531.16,"5,402.00",535.00,"2,869,339.00",43,-5.00,11.00,0.00,2.08,-0.22,0.00,0.00
20,SANIMA,-,559.00,558.00,546.00,546.00,552.70,"11,452.00",559.00,"6,329,569.00",80,-13.00,12.00,0.00,2.20,-1.23,0.00,0.00
21,SBI,-,"1,550.00","1,545.00","1,514.00","1,520.00","1,526.59","4,128.00","1,550.00","6,301,743.00",31,-30.00,31.00,0.00,2.05,-0.43,0.00,0.00
22,SBL,-,"1,035.00","1,036.00","1,020.00","1,020.00","1,026.56","24,715.00","1,035.00","25,371,498.00",172,-15.00,16.00,0.00,1.57,-0.64,0.00,0.00
23,SCB,-,"2,100.00","2,100.00","2,050.00","2,050.00","2,070.97","4,366.00","2,100.00","9,041,872.00",51,-50.00,50.00,0.00,2.44,-1.02,0.00,0.00
24,SRBL,-,505.00,510.00,496.00,501.00,499.77,"3,186.00",505.00,"1,592,275.00",23,-4.00,14.00,0.00,2.82,0.25,0.00,0.00
