S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,465.00,471.00,452.00,455.00,458.02,"1,330.00",465.00,"609,170.00",26,-10.00,19.00,0.00,4.20,-0.66,0.00,0.00
2,CBL,-,281.00,286.00,278.00,286.00,280.20,"2,696.00",281.00,"755,422.00",25,5.00,8.00,0.00,2.88,2.03,0.00,0.00
3,CCBL,-,310.00,316.00,305.00,312.00,307.89,"3,039.00",310.00,"935,668.00",15,2.00,11.00,0.00,3.61,1.32,0.00,0.00
4,CZBIL,-,449.00,451.00,441.00,444.00,443.26,"2,182.00",449.00,"967,191.00",14,-5.00,10.00,0.00,2.27,0.17,0.00,0.00
5,EBL,-,"2,060.00","2,065.00","2,045.00","2,065.00","2,050.13","1,010.00","2,060.00","2,070,630.00",11,5.00,20.00,0.00,0.98,0.72,0.00,0.00
6,GBIME,-,450.00,468.00,443.00,459.00,446.14,"13,064.00",450.00,"5,828,323.00",115,9.00,25.00,0.00,5.64,2.80,0.00,0.00
7,HBL,-,855.00,841.00,838.00,838.00,839.50,400.00,855.00,"335,800.00",4,-17.00,3.00,0.00,0.36,-0.18,0.00,0.00
8,KBL,-,376.00,375.00,372.00,375.00,373.96,"5,081.00",376.00,"1,900,105.00",19,-1.00,3.00,0.00,0.81,0.28,0.00,0.00
9,LBL,-,520.00,522.00,519.00,520.00,520.25,"1,178.00",520.00,"612,860.00",7,0.00,3.00,0.00,0.58,-0.05,0.00,0.00
10,MBL,-,556.00,555.00,548.00,554.00,550.23,"5,789.00",556.00,"3,185,308.00",16,-2.00,7.00,0.00,1.28,0.68,0.00,0.00
11,NABIL,-,"1,889.00","1,870.00","1,850.00","1,865.00","1,857.30","1,849.00","1,889.00","3,434,141.00",18,-24.00,20.00,0.00,1.08,0.41,0.00,0.00
12,NBB,-,494.00,492.00,490.00,492.00,490.85,"1,703.00",494.00,"835,920.00",6,-2.00,2.00,0.00,0.41,0.23,0.00,0.00
13,NBL,-,310.00,314.00,303.00,303.00,304.99,"3,110.00",310.00,"948,516.00",10,-7.00,11.00,0.00,3.63,-0.66,0.00,0.00
14,NCCB,-,585.00,584.00,573.00,575.00,575.62,"1,967.00",585.00,"1,132,253.00",11,-10.00,11.00,0.00,1.92,-0.11,0.00,0.00
15,NIB,-,717.00,724.00,710.00,710.00,710.79,"3,479.00",717.00,"2,472,834.00",16,-7.00,14.00,0.00,1.97,-0.11,0.00,0.00
16,NICA,-,654.00,645.00,636.00,641.00,642.10,"1,285.00",654.00,"825,100.00",13,-13.00,9.00,0.00,1.42,-0.17,0.00,0.00
17,PCBL,-,434.00,434.00,425.00,431.00,428.60,"6,234.00",434.00,"2,671,890.00",16,-3.00,9.00,0.00,2.12,0.56,0.00,0.00
18,PRVU,-,331.00,336.00,329.00,335.00,330.35,"9,048.00",331.00,"2,988,966.00",33,4.00,7.00,0.00,2.13,1.39,0.00,0.00
19,SANIMA,-,538.00,544.00,531.00,540.00,538.47,"10,548.00",538.00,"5,679,784.00",34,2.00,13.00,0.00,2.45,0.28,0.00,0.00
20,SBI,-,901.00,901.00,890.00,890.00,894.96,"2,120.00",901.00,"1,897,320.00",7,-11.00,11.00,0.00,1.24,-0.56,0.00,0.00
21,SBL,-,662.00,656.00,651.00,656.00,652.57,"2,762.00",662.00,"1,802,402.00",10,-6.00,5.00,0.00,0.77,0.52,0.00,0.00
22,SCB,-,"1,943.00","1,935.00","1,920.00","1,930.00","1,926.58",146.00,"1,943.00","281,280.00",4,-13.00,15.00,0.00,0.78,0.18,0.00,0.00
23,SRBL,-,384.00,386.00,375.00,377.00,378.09,"1,326.00",384.00,"501,348.00",8,-7.00,11.00,0.00,2.93,-0.29,0.00,0.00
