S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,405.00,404.00,389.00,400.00,396.90,"19,402.00",405.00,"7,700,605.00",79,-5.00,15.00,0.00,3.86,0.78,0.00,0.00
2,CZBIL,-,343.00,364.00,348.00,362.00,355.67,"11,258.00",343.00,"4,004,105.00",40,19.00,16.00,0.00,4.60,1.75,0.00,0.00
3,EBL,-,"1,814.00","1,820.00","1,805.00","1,810.00","1,811.25","4,415.00","1,814.00","7,996,652.00",30,-4.00,15.00,0.00,0.83,-0.07,0.00,0.00
4,HBL,-,745.00,769.00,750.00,769.00,758.19,"2,152.00",745.00,"1,631,629.00",11,24.00,19.00,0.00,2.53,1.41,0.00,0.00
5,KBL,-,350.00,367.00,348.00,363.00,356.20,"53,493.00",350.00,"19,054,256.00",100,13.00,19.00,0.00,5.46,1.87,0.00,0.00
6,LBL,-,381.00,398.00,381.00,395.00,389.80,"16,697.00",381.00,"6,508,526.00",50,14.00,17.00,0.00,4.46,1.32,0.00,0.00
7,MBL,-,303.00,314.00,300.00,312.00,306.84,"32,961.00",303.00,"10,113,698.00",64,9.00,14.00,0.00,4.67,1.65,0.00,0.00
8,MEGA,-,308.00,314.00,300.00,307.00,307.47,"30,335.00",308.00,"9,327,087.00",210,-1.00,14.00,0.00,4.67,-0.15,0.00,0.00
9,NABIL,-,"2,491.00","2,605.00","2,491.00","2,575.00","2,543.20","6,324.00","2,491.00","16,083,168.00",43,84.00,114.00,0.00,4.58,1.24,0.00,0.00
10,NBB,-,449.00,464.00,441.00,455.00,453.97,"65,349.00",449.00,"29,666,408.00",134,6.00,23.00,0.00,5.22,0.23,0.00,0.00
11,NBL,-,268.00,284.00,260.00,284.00,275.67,"100,207.00",268.00,"27,623,988.00",93,16.00,24.00,0.00,9.23,2.93,0.00,0.00
12,NCCB,-,327.00,340.00,320.00,340.00,328.23,"78,569.00",327.00,"25,788,894.00",128,13.00,20.00,0.00,6.25,3.46,0.00,0.00
13,NIB,-,885.00,915.00,890.00,914.00,904.28,"20,640.00",885.00,"18,664,372.00",72,29.00,25.00,0.00,2.81,1.06,0.00,0.00
14,NICA,-,670.00,695.00,682.00,692.00,688.99,"21,886.00",670.00,"15,079,241.00",78,22.00,13.00,0.00,1.91,0.43,0.00,0.00
15,NMB,-,295.00,317.00,295.00,317.00,303.85,"4,604.00",295.00,"1,398,919.00",22,22.00,22.00,0.00,7.46,4.15,0.00,0.00
16,PCBL,-,384.00,402.00,389.00,400.00,395.34,"20,644.00",384.00,"8,161,448.00",73,16.00,13.00,0.00,3.34,1.16,0.00,0.00
17,SANIMA,-,336.00,359.00,342.00,356.00,348.86,"33,295.00",336.00,"11,615,359.00",71,20.00,17.00,0.00,4.97,2.01,0.00,0.00
18,SBI,-,850.00,855.00,845.00,850.00,849.35,"1,614.00",850.00,"1,370,855.00",11,0.00,10.00,0.00,1.18,0.08,0.00,0.00
19,SBL,-,491.00,510.00,499.00,500.00,501.65,"19,036.00",491.00,"9,549,354.00",62,9.00,11.00,0.00,2.20,-0.33,0.00,0.00
20,SCB,-,"1,800.00","1,800.00","1,780.00","1,790.00","1,791.88","1,379.00","1,800.00","2,471,008.00",14,-10.00,20.00,0.00,1.12,-0.11,0.00,0.00
21,SRBL,-,317.00,343.00,320.00,330.00,331.45,"4,383.00",317.00,"1,452,741.00",36,13.00,23.00,0.00,7.19,-0.44,0.00,0.00
