S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,54.20,417.00,417.00,414.00,415.00,415.01,"18,305.00",415.00,"7,596,806.00",45,0.00,3.00,0.00,0.72,-0.00,451.00,290.00
2,BOKL,50.44,228.00,228.00,222.00,227.00,224.50,"20,873.00",227.00,"4,686,051.00",72,0.00,6.00,0.00,2.70,1.10,345.00,222.00
3,CBL,38.26,141.00,142.00,140.00,140.00,140.43,"22,998.00",140.00,"3,229,667.00",94,0.00,2.00,0.00,1.43,-0.31,175.00,139.00
4,CCBL,41.37,156.00,157.00,155.00,155.00,156.38,"15,480.00",157.00,"2,420,793.00",44,-2.00,2.00,-1.27,1.29,-0.89,192.00,150.00
5,CZBIL,39.37,190.00,191.00,188.00,190.00,189.07,"13,838.00",191.00,"2,616,346.00",61,-1.00,3.00,-0.52,1.60,0.49,244.00,188.00
6,EBL,32.90,567.00,567.00,557.00,557.00,559.16,"5,269.00",561.00,"2,946,220.00",36,-4.00,10.00,-0.71,1.80,-0.39,707.00,501.00
7,HBL,35.42,485.00,485.00,478.00,480.00,480.38,"3,259.00",485.00,"1,565,560.00",34,-5.00,7.00,-1.03,1.46,-0.08,644.00,418.00
8,KBL,37.51,181.00,181.00,178.00,179.00,179.76,"21,540.00",181.00,"3,872,076.00",74,-2.00,3.00,-1.10,1.69,-0.43,269.00,174.00
9,LBL,37.34,223.00,223.00,219.00,220.00,219.65,"10,202.00",220.00,"2,240,902.00",39,0.00,4.00,0.00,1.83,0.16,245.00,182.00
10,MBL,31.34,225.00,226.00,224.00,225.00,225.03,"9,836.00",225.00,"2,213,444.00",40,0.00,2.00,0.00,0.89,-0.02,295.00,202.00
11,MEGA,32.21,186.00,188.00,185.00,185.00,185.76,"15,322.00",187.00,"2,846,222.00",64,-2.00,3.00,-1.07,1.62,-0.41,222.00,155.00
12,NABIL,39.27,772.00,772.00,755.00,755.00,759.72,"23,312.00",768.00,"17,710,572.00",155,-13.00,17.00,-1.69,2.25,-0.63,946.00,678.00
13,NBB,33.51,208.00,208.00,206.00,206.00,206.33,"8,187.00",207.00,"1,689,231.00",34,-1.00,2.00,-0.48,0.97,-0.16,242.00,178.00
14,NBL,48.49,313.00,313.00,309.00,312.00,310.41,"90,557.00",314.00,"28,109,656.00",249,-2.00,4.00,-0.64,1.29,0.51,355.00,281.00
15,NCCB,41.08,210.00,210.00,203.00,206.00,203.99,"8,456.00",207.00,"1,724,944.00",50,-1.00,7.00,-0.48,3.45,0.98,276.00,191.00
16,NIB,41.52,450.00,452.00,443.00,445.00,446.20,"5,953.00",450.00,"2,656,211.00",74,-5.00,9.00,-1.11,2.03,-0.27,684.00,428.00
17,NICA,32.63,397.00,403.00,397.00,399.00,397.87,"10,888.00",400.00,"4,332,033.00",48,-1.00,6.00,-0.25,1.51,0.28,515.00,351.00
18,NMB,39.03,345.00,350.00,333.00,347.00,343.27,"328,151.00",382.00,"112,643,272.00",971,-35.00,17.00,-9.16,5.11,1.08,400.00,300.00
19,PCBL,44.69,268.00,268.00,261.00,262.00,261.55,"6,159.00",263.00,"1,610,865.00",36,-1.00,7.00,-0.38,2.68,0.17,397.00,256.00
20,PRVU,39.27,266.00,267.00,264.00,265.00,264.42,"213,724.00",266.00,"56,512,296.00",217,-1.00,3.00,-0.38,1.14,0.22,304.00,205.00
21,SANIMA,41.75,304.00,308.00,304.00,306.00,305.13,"3,595.00",308.00,"1,096,931.00",26,-2.00,4.00,-0.65,1.32,0.29,371.00,286.00
22,SBI,41.15,405.00,407.00,405.00,405.00,405.23,"3,497.00",406.00,"1,417,080.00",17,-1.00,2.00,-0.25,0.49,-0.06,530.00,366.00
23,SBL,33.38,287.00,289.00,286.00,289.00,287.61,"5,044.00",289.00,"1,450,714.00",32,0.00,3.00,0.00,1.05,0.48,361.00,272.00
24,SCB,26.16,555.00,558.00,555.00,556.00,556.62,"1,741.00",557.00,"969,080.00",31,-1.00,3.00,-0.18,0.54,-0.11,755.00,520.00
25,SRBL,38.73,207.00,207.00,204.00,204.00,205.83,"8,960.00",207.00,"1,844,264.00",50,-3.00,3.00,-1.45,1.47,-0.90,277.00,203.00
