S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,501.00,500.00,490.00,495.00,496.57,"4,559.00",501.00,"2,263,865.00",42,-6.00,10.00,0.00,2.04,-0.32,0.00,0.00
2,CBL,-,288.00,296.00,290.00,291.00,291.66,"13,377.00",288.00,"3,901,506.00",62,3.00,6.00,0.00,2.07,-0.23,0.00,0.00
3,CCBL,-,295.00,295.00,285.00,289.00,290.56,"8,593.00",295.00,"2,496,745.00",127,-6.00,10.00,0.00,3.51,-0.54,0.00,0.00
4,CZBIL,-,452.00,451.00,443.00,445.00,447.14,585.00,452.00,"261,577.00",5,-7.00,8.00,0.00,1.81,-0.48,0.00,0.00
5,EBL,-,"1,820.00","1,838.00","1,800.00","1,830.00","1,819.78",959.00,"1,820.00","1,745,170.00",12,10.00,38.00,0.00,2.11,0.56,0.00,0.00
6,GBIME,-,670.00,680.00,667.00,670.00,670.93,"30,300.00",670.00,"20,329,060.00",260,0.00,13.00,0.00,1.95,-0.14,0.00,0.00
7,HBL,-,854.00,845.00,845.00,845.00,845.00,223.00,854.00,"188,435.00",1,-9.00,0.00,0.00,0.00,0.00,0.00,0.00
8,KBL,-,534.00,566.00,527.00,566.00,548.88,"31,839.00",534.00,"17,475,734.00",100,32.00,39.00,0.00,7.40,3.03,0.00,0.00
9,LBL,-,525.00,544.00,524.00,539.00,537.26,"2,208.00",525.00,"1,186,279.00",9,14.00,20.00,0.00,3.82,0.32,0.00,0.00
10,MBL,-,472.00,475.00,468.00,471.00,472.05,"4,252.00",472.00,"2,007,168.00",14,-1.00,7.00,0.00,1.50,-0.22,0.00,0.00
11,MEGA,-,390.00,401.00,390.00,397.00,394.52,"3,247.00",390.00,"1,281,002.00",73,7.00,11.00,0.00,2.82,0.63,0.00,0.00
12,NABIL,-,"2,276.00","2,346.00","2,260.00","2,300.00","2,282.90","2,930.00","2,276.00","6,688,899.00",19,24.00,86.00,0.00,3.81,0.74,0.00,0.00
13,NBB,-,590.00,601.00,575.00,579.00,582.43,"10,133.00",590.00,"5,901,775.00",29,-11.00,26.00,0.00,4.52,-0.59,0.00,0.00
14,NBL,-,390.00,402.00,390.00,402.00,392.91,"8,852.00",390.00,"3,478,001.00",19,12.00,12.00,0.00,3.08,2.26,0.00,0.00
15,NCCB,-,638.00,639.00,626.00,636.00,632.12,"12,367.00",638.00,"7,817,471.00",39,-2.00,13.00,0.00,2.08,0.61,0.00,0.00
16,NIB,-,909.00,911.00,899.00,902.00,902.64,"9,054.00",909.00,"8,172,490.00",47,-7.00,12.00,0.00,1.33,-0.07,0.00,0.00
17,NICA,-,765.00,765.00,750.00,756.00,754.14,"8,391.00",765.00,"6,328,025.00",51,-9.00,15.00,0.00,2.00,0.25,0.00,0.00
18,NMB,-,453.00,489.00,459.00,489.00,471.77,"5,918.00",453.00,"2,791,925.00",24,36.00,30.00,0.00,6.54,3.52,0.00,0.00
19,PCBL,-,496.00,505.00,479.00,497.00,493.15,"7,270.00",496.00,"3,585,168.00",52,1.00,26.00,0.00,5.43,0.78,0.00,0.00
20,SANIMA,-,548.00,565.00,552.00,560.00,558.72,"12,252.00",548.00,"6,845,432.00",24,12.00,13.00,0.00,2.36,0.23,0.00,0.00
21,SBI,-,"1,020.00","1,034.00","1,020.00","1,034.00","1,027.50",482.00,"1,020.00","495,255.00",4,14.00,14.00,0.00,1.37,0.63,0.00,0.00
22,SBL,-,748.00,749.00,726.00,745.00,738.51,"8,659.00",748.00,"6,394,719.00",35,-3.00,23.00,0.00,3.17,0.87,0.00,0.00
23,SCB,-,"2,221.00","2,340.00","2,250.00","2,251.00","2,281.45","4,385.00","2,221.00","10,004,164.00",30,30.00,90.00,0.00,4.00,-1.35,0.00,0.00
24,SRBL,-,375.00,381.00,365.00,376.00,373.09,"9,714.00",375.00,"3,624,148.00",48,1.00,16.00,0.00,4.38,0.78,0.00,0.00
