S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,595.00,601.00,593.00,595.00,595.19,"16,386.00",595.00,"9,752,865.00",49,0.00,8.00,0.00,1.35,-0.03,0.00,0.00
2,CCBL,-,328.00,335.00,327.00,327.00,330.91,"11,840.00",328.00,"3,918,032.00",55,-1.00,8.00,0.00,2.45,-1.20,0.00,0.00
3,CZBIL,-,620.00,625.00,616.00,617.00,619.90,"13,417.00",620.00,"8,317,218.00",60,-3.00,9.00,0.00,1.46,-0.47,0.00,0.00
4,EBL,-,"2,355.00","2,355.00","2,334.00","2,334.00","2,337.26","2,642.00","2,355.00","6,175,030.00",21,-21.00,21.00,0.00,0.90,-0.14,0.00,0.00
5,GBIME,-,475.00,478.00,468.00,468.00,470.54,"24,391.00",475.00,"11,476,862.00",52,-7.00,10.00,0.00,2.14,-0.54,0.00,0.00
6,HBL,-,985.00,980.00,975.00,976.00,977.08,554.00,985.00,"541,304.00",5,-9.00,5.00,0.00,0.51,-0.11,0.00,0.00
7,LBL,-,582.00,588.00,584.00,585.00,585.96,"4,816.00",582.00,"2,821,976.00",22,3.00,4.00,0.00,0.68,-0.16,0.00,0.00
8,NABIL,-,"1,920.00","1,904.00","1,888.00","1,898.00","1,896.99","3,551.00","1,920.00","6,736,225.00",31,-22.00,16.00,0.00,0.85,0.05,0.00,0.00
9,NBB,-,492.00,493.00,480.00,480.00,488.83,"8,359.00",492.00,"4,086,149.00",32,-12.00,13.00,0.00,2.71,-1.84,0.00,0.00
10,NBL,-,322.00,330.00,321.00,326.00,327.74,"14,122.00",322.00,"4,628,337.00",41,4.00,9.00,0.00,2.80,-0.53,0.00,0.00
11,NIB,-,796.00,804.00,787.00,789.00,791.70,"25,516.00",796.00,"20,200,940.00",77,-7.00,17.00,0.00,2.16,-0.34,0.00,0.00
12,NICA,-,720.00,724.00,715.00,720.00,719.19,"11,030.00",720.00,"7,932,704.00",49,0.00,9.00,0.00,1.26,0.11,0.00,0.00
13,NMB,-,462.00,475.00,466.00,466.00,469.67,"11,103.00",462.00,"5,214,697.00",40,4.00,9.00,0.00,1.93,-0.79,0.00,0.00
14,PCBL,-,513.00,516.00,510.00,511.00,513.31,"6,778.00",513.00,"3,479,187.00",37,-2.00,6.00,0.00,1.18,-0.45,0.00,0.00
15,SANIMA,-,725.00,738.00,723.00,725.00,725.06,"39,454.00",725.00,"28,606,326.00",131,0.00,15.00,0.00,2.07,-0.01,0.00,0.00
16,SBI,-,"1,272.00","1,280.00","1,271.00","1,273.00","1,272.57","3,694.00","1,272.00","4,700,888.00",21,1.00,9.00,0.00,0.71,0.03,0.00,0.00
17,SCB,-,"2,650.00","2,660.00","2,641.00","2,655.00","2,648.93","3,463.00","2,650.00","9,173,243.00",15,5.00,19.00,0.00,0.72,0.23,0.00,0.00
18,SRBL,-,439.00,436.00,427.00,427.00,430.40,"7,499.00",439.00,"3,227,557.00",26,-12.00,9.00,0.00,2.11,-0.80,0.00,0.00
