S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,425.00,430.00,423.00,423.00,424.68,"6,121.00",425.00,"2,599,496.00",35,-2.00,7.00,0.00,1.65,-0.40,0.00,0.00
2,BOKL,-,409.00,414.00,409.00,413.00,411.43,"20,124.00",409.00,"8,279,624.00",56,4.00,5.00,0.00,1.22,0.38,0.00,0.00
3,CBL,-,194.00,194.00,190.00,190.00,191.56,"6,812.00",194.00,"1,304,915.00",35,-4.00,4.00,0.00,2.11,-0.82,0.00,0.00
4,CCBL,-,216.00,220.00,213.00,215.00,215.06,"12,701.00",216.00,"2,731,481.00",97,-1.00,7.00,0.00,3.29,-0.03,0.00,0.00
5,CZBIL,-,298.00,300.00,292.00,295.00,294.54,"18,164.00",298.00,"5,350,078.00",60,-3.00,8.00,0.00,2.74,0.15,0.00,0.00
6,EBL,-,"1,184.00","1,188.00","1,165.00","1,166.00","1,171.10","13,697.00","1,184.00","16,040,612.00",154,-18.00,23.00,0.00,1.97,-0.44,0.00,0.00
7,GBIME,-,330.00,330.00,325.00,326.00,326.05,"123,952.00",330.00,"40,414,016.00",58,-4.00,5.00,0.00,1.54,-0.01,0.00,0.00
8,HBL,-,840.00,843.00,831.00,835.00,832.46,"8,227.00",840.00,"6,848,610.00",24,-5.00,12.00,0.00,1.44,0.30,0.00,0.00
9,KBL,-,301.00,302.00,296.00,298.00,298.81,"11,018.00",301.00,"3,292,323.00",52,-3.00,6.00,0.00,2.03,-0.27,0.00,0.00
10,LBL,-,271.00,274.00,266.00,266.00,268.40,"10,378.00",271.00,"2,785,422.00",62,-5.00,8.00,0.00,3.01,-0.90,0.00,0.00
11,MBL,-,288.00,286.00,281.00,286.00,283.40,"4,574.00",288.00,"1,296,283.00",26,-2.00,5.00,0.00,1.78,0.91,0.00,0.00
12,NABIL,-,"1,160.00","1,160.00","1,150.00","1,155.00","1,156.73","3,691.00","1,160.00","4,269,481.00",37,-5.00,10.00,0.00,0.87,-0.15,0.00,0.00
13,NBB,-,289.00,291.00,285.00,285.00,287.32,"10,307.00",289.00,"2,961,392.00",48,-4.00,6.00,0.00,2.11,-0.81,0.00,0.00
14,NBL,-,373.00,375.00,366.00,366.00,372.13,"37,921.00",373.00,"14,111,372.00",68,-7.00,9.00,0.00,2.46,-1.67,0.00,0.00
15,NCCB,-,358.00,360.00,354.00,358.00,356.49,"30,400.00",358.00,"10,837,151.00",58,0.00,6.00,0.00,1.69,0.42,0.00,0.00
16,NIB,-,672.00,671.00,658.00,664.00,660.52,"12,054.00",672.00,"7,961,877.00",90,-8.00,13.00,0.00,1.98,0.52,0.00,0.00
17,NICA,-,365.00,360.00,351.00,355.00,356.68,"5,006.00",365.00,"1,785,516.00",48,-10.00,9.00,0.00,2.56,-0.47,0.00,0.00
18,NMB,-,480.00,480.00,475.00,477.00,476.56,"6,141.00",480.00,"2,926,571.00",44,-3.00,5.00,0.00,1.05,0.09,0.00,0.00
19,PCBL,-,441.00,441.00,433.00,435.00,436.08,"23,949.00",441.00,"10,443,672.00",164,-6.00,8.00,0.00,1.85,-0.25,0.00,0.00
20,PRVU,-,352.00,355.00,349.00,349.00,350.20,"5,813.00",352.00,"2,035,711.00",43,-3.00,6.00,0.00,1.72,-0.34,0.00,0.00
21,SANIMA,-,354.00,355.00,347.00,355.00,350.65,"19,454.00",354.00,"6,821,562.00",51,1.00,8.00,0.00,2.31,1.23,0.00,0.00
22,SBI,-,645.00,641.00,620.00,627.00,628.67,"6,792.00",645.00,"4,269,896.00",60,-18.00,21.00,0.00,3.39,-0.27,0.00,0.00
23,SBL,-,384.00,391.00,382.00,384.00,383.91,"4,008.00",384.00,"1,538,702.00",26,0.00,9.00,0.00,2.36,0.02,0.00,0.00
24,SCB,-,"2,179.00","2,190.00","2,161.00","2,170.00","2,176.01","14,568.00","2,179.00","31,700,122.00",388,-9.00,29.00,0.00,1.34,-0.28,0.00,0.00
25,SRBL,-,276.00,277.00,272.00,272.00,274.70,"7,628.00",276.00,"2,095,400.00",43,-4.00,5.00,0.00,1.84,-0.99,0.00,0.00
