S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,423.00,422.00,412.00,416.00,415.80,873.00,423.00,"362,996.00",19,-7.00,10.00,0.00,2.43,0.05,0.00,0.00
2,CBL,-,268.00,276.00,267.00,268.00,270.27,"7,390.00",268.00,"1,997,280.00",34,0.00,9.00,0.00,3.37,-0.85,0.00,0.00
3,CCBL,-,315.00,319.00,313.00,314.00,315.64,"6,758.00",315.00,"2,133,119.00",50,-1.00,6.00,0.00,1.92,-0.52,0.00,0.00
4,CZBIL,-,450.00,451.00,444.00,444.00,446.21,"3,984.00",450.00,"1,777,689.00",23,-6.00,7.00,0.00,1.58,-0.50,0.00,0.00
5,EBL,-,"2,025.00","2,030.00","2,005.00","2,030.00","2,009.55","10,686.00","2,025.00","21,474,024.00",24,5.00,25.00,0.00,1.25,1.01,0.00,0.00
6,GBIME,-,460.00,468.00,452.00,467.00,457.37,"1,027.00",460.00,"469,714.00",8,7.00,16.00,0.00,3.54,2.06,0.00,0.00
7,HBL,-,800.00,800.00,784.00,796.00,788.08,920.00,800.00,"725,032.00",6,-4.00,16.00,0.00,2.04,1.00,0.00,0.00
8,KBL,-,371.00,372.00,368.00,368.00,368.43,"11,724.00",371.00,"4,319,486.00",24,-3.00,4.00,0.00,1.09,-0.12,0.00,0.00
9,LBL,-,405.00,409.00,401.00,408.00,406.45,"1,122.00",405.00,"456,038.00",7,3.00,8.00,0.00,2.00,0.38,0.00,0.00
10,MBL,-,556.00,556.00,552.00,552.00,553.38,"3,353.00",556.00,"1,855,470.00",14,-4.00,4.00,0.00,0.72,-0.25,0.00,0.00
11,NABIL,-,"1,881.00","1,880.00","1,880.00","1,880.00","1,880.00",332.00,"1,881.00","624,160.00",2,-1.00,0.00,0.00,0.00,0.00,0.00,0.00
12,NBB,-,503.00,504.00,495.00,503.00,498.15,"28,669.00",503.00,"14,281,497.00",51,0.00,9.00,0.00,1.82,0.96,0.00,0.00
13,NBL,-,285.00,287.00,282.00,284.00,284.44,"21,405.00",285.00,"6,088,488.00",31,-1.00,5.00,0.00,1.77,-0.16,0.00,0.00
14,NCCB,-,569.00,580.00,564.00,570.00,570.84,"30,439.00",569.00,"17,375,672.00",76,1.00,16.00,0.00,2.84,-0.15,0.00,0.00
15,NIB,-,703.00,712.00,700.00,705.00,706.83,"2,378.00",703.00,"1,680,845.00",16,2.00,12.00,0.00,1.71,-0.26,0.00,0.00
16,NICA,-,622.00,622.00,613.00,622.00,619.81,"2,415.00",622.00,"1,496,853.00",15,0.00,9.00,0.00,1.47,0.35,0.00,0.00
17,PCBL,-,465.00,460.00,454.00,454.00,454.22,"9,844.00",465.00,"4,471,372.00",22,-11.00,6.00,0.00,1.32,-0.05,0.00,0.00
18,PRVU,-,329.00,335.00,324.00,324.00,325.50,"14,249.00",329.00,"4,638,001.00",51,-5.00,11.00,0.00,3.40,-0.46,0.00,0.00
19,SANIMA,-,555.00,555.00,552.00,554.00,553.95,"4,229.00",555.00,"2,342,650.00",9,-1.00,3.00,0.00,0.54,0.01,0.00,0.00
20,SBI,-,890.00,893.00,880.00,893.00,887.97,758.00,890.00,"673,085.00",4,3.00,13.00,0.00,1.48,0.56,0.00,0.00
21,SBL,-,659.00,660.00,654.00,659.00,656.56,"3,175.00",659.00,"2,084,571.00",19,0.00,6.00,0.00,0.92,0.37,0.00,0.00
22,SCB,-,"1,899.00","1,900.00","1,875.00","1,875.00","1,876.63",476.00,"1,899.00","893,275.00",5,-24.00,25.00,0.00,1.33,-0.09,0.00,0.00
23,SRBL,-,410.00,410.00,402.00,405.00,406.48,"2,060.00",410.00,"837,350.00",7,-5.00,8.00,0.00,1.99,-0.37,0.00,0.00
