S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,390.00,390.00,384.00,389.00,387.36,"39,057.00",388.00,"15,128,947.00",137,1.00,6.00,0.26,1.56,0.42,410.00,290.00
2,BOKL,-,290.00,290.00,282.00,283.00,284.08,"20,728.00",290.00,"5,888,352.00",100,-7.00,8.00,-2.41,2.84,-0.38,350.00,231.00
3,CBL,-,155.00,157.00,152.00,153.00,153.87,"83,599.00",155.00,"12,863,745.00",160,-2.00,5.00,-1.29,3.29,-0.57,188.00,141.00
4,CCBL,-,174.00,180.00,174.00,179.00,177.73,"96,221.00",176.00,"17,101,460.00",201,3.00,6.00,1.70,3.45,0.71,203.00,155.00
5,CZBIL,-,230.00,233.00,226.00,226.00,229.35,"28,891.00",229.00,"6,626,128.00",96,-3.00,7.00,-1.31,3.10,-1.48,275.00,199.00
6,EBL,-,671.00,688.00,666.00,675.00,673.44,"25,417.00",675.00,"17,116,898.00",124,0.00,22.00,0.00,3.30,0.23,790.00,501.00
7,GBIME,-,313.00,317.00,312.00,312.00,314.68,"20,887.00",313.00,"6,572,688.00",110,-1.00,5.00,-0.32,1.60,-0.86,336.00,255.00
8,HBL,-,591.00,593.00,585.00,588.00,589.30,"7,373.00",590.00,"4,344,927.00",49,-2.00,8.00,-0.34,1.37,-0.22,620.00,418.00
9,KBL,-,230.00,233.00,226.00,228.00,229.37,"47,575.00",229.00,"10,912,480.00",107,-1.00,7.00,-0.44,3.10,-0.60,269.00,187.00
10,LBL,-,232.00,233.00,228.00,231.00,230.53,"21,641.00",228.00,"4,988,824.00",79,3.00,5.00,1.32,2.19,0.20,292.00,182.00
11,MBL,-,274.00,274.00,267.00,268.00,270.80,"29,459.00",270.00,"7,977,591.00",82,-2.00,7.00,-0.74,2.62,-1.05,282.00,200.00
12,MEGA,-,194.00,194.00,187.00,189.00,190.26,"33,199.00",193.00,"6,316,335.00",141,-4.00,7.00,-2.07,3.74,-0.66,306.00,150.00
13,NABIL,-,856.00,869.00,850.00,850.00,854.08,"8,243.00",851.00,"7,040,204.00",66,-1.00,19.00,-0.12,2.24,-0.48,"1,022.00",678.00
14,NBB,-,235.00,239.00,231.00,236.00,234.12,"98,288.00",231.00,"23,010,752.00",242,5.00,8.00,2.16,3.46,0.80,242.00,178.00
15,NBL,-,317.00,317.00,311.00,311.00,313.76,"141,441.00",315.00,"44,378,032.00",281,-4.00,6.00,-1.27,1.93,-0.89,360.00,280.00
16,NCCB,-,242.00,249.00,237.00,247.00,244.78,"244,793.00",238.00,"59,919,888.00",448,9.00,12.00,3.78,5.06,0.90,286.00,172.00
17,NIB,-,554.00,568.00,554.00,565.00,563.65,"17,370.00",565.00,"9,790,556.00",167,0.00,14.00,0.00,2.53,0.24,684.00,499.00
18,NICA,-,490.00,502.00,484.00,494.00,496.11,"33,241.00",496.00,"16,491,329.00",175,-2.00,18.00,-0.40,3.72,-0.43,515.00,304.00
19,NMB,-,385.00,391.00,385.00,387.00,387.67,"68,794.00",386.00,"26,669,640.00",252,1.00,6.00,0.26,1.56,-0.17,471.00,300.00
20,PCBL,-,361.00,361.00,355.00,357.00,356.65,"20,581.00",357.00,"7,340,155.00",90,0.00,6.00,0.00,1.69,0.10,370.00,273.00
21,PRVU,-,291.00,291.00,284.00,286.00,286.49,"81,997.00",288.00,"23,491,628.00",208,-2.00,7.00,-0.69,2.46,-0.17,304.00,175.00
22,SANIMA,-,360.00,363.00,358.00,360.00,360.12,"29,261.00",356.00,"10,537,438.00",118,4.00,5.00,1.12,1.40,-0.03,370.00,286.00
23,SBI,-,506.00,506.00,483.00,488.00,491.53,"6,141.00",497.00,"3,018,470.00",50,-9.00,23.00,-1.81,4.76,-0.72,571.00,366.00
24,SBL,-,352.00,353.00,347.00,348.00,349.38,"33,046.00",349.00,"11,545,468.00",92,-1.00,6.00,-0.29,1.73,-0.40,361.00,272.00
25,SCB,-,710.00,724.00,702.00,709.00,713.65,"17,873.00",710.00,"12,755,038.00",170,-1.00,22.00,-0.14,3.13,-0.66,839.00,520.00
26,SRBL,-,263.00,264.00,256.00,259.00,260.56,"22,582.00",260.00,"5,883,909.00",89,-1.00,8.00,-0.38,3.13,-0.60,277.00,203.00
