S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,279.00,277.00,266.00,271.00,272.73,"8,658.00",279.00,"2,361,256.00",38,-8.00,11.00,0.00,4.14,-0.64,0.00,0.00
2,CZBIL,-,258.00,263.00,251.00,263.00,256.83,"2,963.00",258.00,"760,994.00",18,5.00,12.00,0.00,4.78,2.35,0.00,0.00
3,EBL,-,"1,630.00","1,633.00","1,610.00","1,610.00","1,620.56","2,403.00","1,630.00","3,894,214.00",16,-20.00,23.00,0.00,1.43,-0.66,0.00,0.00
4,GBIME,-,461.00,456.00,445.00,450.00,450.37,"50,950.00",461.00,"22,946,330.00",56,-11.00,11.00,0.00,2.47,-0.08,0.00,0.00
5,HBL,-,737.00,735.00,726.00,734.00,730.86,"2,137.00",737.00,"1,561,844.00",14,-3.00,9.00,0.00,1.24,0.43,0.00,0.00
6,KBL,-,301.00,301.00,295.00,300.00,298.04,"2,683.00",301.00,"799,650.00",11,-1.00,6.00,0.00,2.03,0.65,0.00,0.00
7,LBL,-,340.00,342.00,336.00,342.00,339.24,"2,037.00",340.00,"691,033.00",9,2.00,6.00,0.00,1.79,0.81,0.00,0.00
8,MBL,-,240.00,240.00,237.00,237.00,237.95,"3,855.00",240.00,"917,300.00",8,-3.00,3.00,0.00,1.27,-0.40,0.00,0.00
9,MEGA,-,203.00,204.00,200.00,201.00,201.24,"32,429.00",203.00,"6,526,015.00",296,-2.00,4.00,0.00,2.00,-0.12,0.00,0.00
10,NABIL,-,"2,140.00","2,160.00","2,118.00","2,160.00","2,130.02","3,527.00","2,140.00","7,512,579.00",33,20.00,42.00,0.00,1.98,1.39,0.00,0.00
11,NBB,-,390.00,390.00,381.00,384.00,384.00,"17,788.00",390.00,"6,830,672.00",43,-6.00,9.00,0.00,2.36,-0.00,0.00,0.00
12,NBL,-,167.00,170.00,165.00,170.00,166.34,"20,198.00",167.00,"3,359,744.00",27,3.00,5.00,0.00,3.03,2.15,0.00,0.00
13,NCCB,-,279.00,283.00,278.00,279.00,280.09,"30,736.00",279.00,"8,608,798.00",53,0.00,5.00,0.00,1.80,-0.39,0.00,0.00
14,NIB,-,880.00,880.00,872.00,872.00,874.93,"2,532.00",880.00,"2,215,313.00",14,-8.00,8.00,0.00,0.92,-0.34,0.00,0.00
15,NICA,-,640.00,641.00,630.00,638.00,635.54,"4,392.00",640.00,"2,791,280.00",35,-2.00,11.00,0.00,1.75,0.39,0.00,0.00
16,NMB,-,255.00,253.00,250.00,253.00,251.95,"4,242.00",255.00,"1,068,785.00",7,-2.00,3.00,0.00,1.20,0.41,0.00,0.00
17,PCBL,-,326.00,325.00,320.00,322.00,321.36,"8,744.00",326.00,"2,809,960.00",32,-4.00,5.00,0.00,1.56,0.20,0.00,0.00
18,SANIMA,-,262.00,267.00,254.00,256.00,258.43,"3,812.00",262.00,"985,133.00",8,-6.00,13.00,0.00,5.12,-0.95,0.00,0.00
19,SBI,-,780.00,780.00,775.00,780.00,775.39,168.00,780.00,"130,265.00",3,0.00,5.00,0.00,0.65,0.59,0.00,0.00
20,SBL,-,392.00,391.00,388.00,390.00,389.46,"3,223.00",392.00,"1,255,241.00",19,-2.00,3.00,0.00,0.77,0.14,0.00,0.00
21,SCB,-,"1,800.00","1,804.00","1,755.00","1,790.00","1,778.14","1,741.00","1,800.00","3,095,740.00",17,-10.00,49.00,0.00,2.79,0.66,0.00,0.00
22,SRBL,-,228.00,240.00,226.00,240.00,232.08,"10,661.00",228.00,"2,474,196.00",44,12.00,14.00,0.00,6.19,3.30,0.00,0.00
