S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,423.00,425.00,417.00,421.00,422.11,"6,334.00",423.00,"2,673,676.00",54,-2.00,8.00,0.00,1.92,-0.26,0.00,0.00
2,BOKL,-,454.00,454.00,445.00,453.00,451.33,"19,146.00",454.00,"8,641,244.00",86,-1.00,9.00,0.00,2.02,0.37,0.00,0.00
3,CBL,-,236.00,240.00,234.00,240.00,237.69,"11,083.00",236.00,"2,634,317.00",45,4.00,6.00,0.00,2.56,0.96,0.00,0.00
4,CCBL,-,364.00,370.00,360.00,365.00,365.10,"9,024.00",364.00,"3,294,661.00",81,1.00,10.00,0.00,2.78,-0.03,0.00,0.00
5,CZBIL,-,375.00,380.00,370.00,375.00,376.28,"8,347.00",375.00,"3,140,841.00",43,0.00,10.00,0.00,2.70,-0.34,0.00,0.00
6,EBL,-,"1,274.00","1,330.00","1,270.00","1,318.00","1,307.48","31,422.00","1,274.00","41,083,568.00",379,44.00,60.00,0.00,4.72,0.80,0.00,0.00
7,GBIME,-,380.00,385.00,375.00,378.00,378.50,"11,254.00",380.00,"4,259,633.00",49,-2.00,10.00,0.00,2.67,-0.13,0.00,0.00
8,HBL,-,878.00,880.00,866.00,870.00,872.67,"5,741.00",878.00,"5,009,988.00",43,-8.00,14.00,0.00,1.62,-0.31,0.00,0.00
9,KBL,-,324.00,325.00,319.00,325.00,320.77,"12,581.00",324.00,"4,035,605.00",31,1.00,6.00,0.00,1.88,1.30,0.00,0.00
10,LBL,-,393.00,397.00,388.00,390.00,390.66,"2,500.00",393.00,"976,656.00",25,-3.00,9.00,0.00,2.32,-0.17,0.00,0.00
11,MBL,-,353.00,360.00,355.00,356.00,357.44,"14,442.00",353.00,"5,162,103.00",46,3.00,5.00,0.00,1.41,-0.40,0.00,0.00
12,NABIL,-,"1,442.00","1,460.00","1,450.00","1,460.00","1,458.06","3,699.00","1,442.00","5,393,372.00",32,18.00,10.00,0.00,0.69,0.13,0.00,0.00
13,NBB,-,399.00,401.00,395.00,400.00,398.87,"11,113.00",399.00,"4,432,631.00",56,1.00,6.00,0.00,1.52,0.28,0.00,0.00
14,NBL,-,344.00,345.00,339.00,343.00,341.66,"29,905.00",344.00,"10,217,430.00",63,-1.00,6.00,0.00,1.77,0.39,0.00,0.00
15,NCCB,-,359.00,365.00,350.00,359.00,355.23,"39,523.00",359.00,"14,039,917.00",133,0.00,15.00,0.00,4.29,1.05,0.00,0.00
16,NIB,-,733.00,734.00,720.00,733.00,729.65,"11,754.00",733.00,"8,576,303.00",149,0.00,14.00,0.00,1.94,0.46,0.00,0.00
17,NICA,-,436.00,437.00,428.00,431.00,433.67,"6,474.00",436.00,"2,807,590.00",44,-5.00,9.00,0.00,2.10,-0.62,0.00,0.00
18,NMB,-,545.00,546.00,530.00,543.00,543.14,"8,777.00",545.00,"4,767,101.00",61,-2.00,16.00,0.00,3.02,-0.02,0.00,0.00
19,PCBL,-,405.00,405.00,400.00,405.00,401.74,"15,951.00",405.00,"6,408,177.00",79,0.00,5.00,0.00,1.25,0.80,0.00,0.00
20,PRVU,-,398.00,403.00,394.00,398.00,398.57,"14,798.00",398.00,"5,898,106.00",96,0.00,9.00,0.00,2.28,-0.14,0.00,0.00
21,SANIMA,-,431.00,435.00,425.00,425.00,429.20,"32,338.00",431.00,"13,879,404.00",150,-6.00,10.00,0.00,2.35,-0.99,0.00,0.00
22,SBI,-,929.00,938.00,924.00,930.00,932.20,"4,037.00",929.00,"3,763,282.00",38,1.00,14.00,0.00,1.52,-0.24,0.00,0.00
23,SBL,-,485.00,493.00,485.00,491.00,489.57,"10,537.00",485.00,"5,158,635.00",97,6.00,8.00,0.00,1.65,0.29,0.00,0.00
24,SCB,-,"2,269.00","2,291.00","2,260.00","2,274.00","2,272.12","9,595.00","2,269.00","21,801,016.00",311,5.00,31.00,0.00,1.37,0.08,0.00,0.00
25,SRBL,-,372.00,377.00,366.00,376.00,370.80,"10,698.00",372.00,"3,966,857.00",62,4.00,11.00,0.00,3.01,1.38,0.00,0.00
