S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,463.00,463.00,455.00,455.00,457.65,"2,659.00",463.00,"1,216,890.00",21,-8.00,8.00,0.00,1.76,-0.58,0.00,0.00
2,CBL,-,266.00,269.00,257.00,260.00,260.99,"9,588.00",266.00,"2,502,334.00",58,-6.00,12.00,0.00,4.67,-0.38,0.00,0.00
3,CCBL,-,265.00,265.00,255.00,259.00,260.00,"6,544.00",265.00,"1,701,472.00",112,-6.00,10.00,0.00,3.92,-0.39,0.00,0.00
4,CZBIL,-,414.00,406.00,400.00,400.00,404.10,"1,532.00",414.00,"619,086.00",8,-14.00,6.00,0.00,1.50,-1.03,0.00,0.00
5,EBL,-,"1,752.00","1,760.00","1,726.00","1,760.00","1,731.57",766.00,"1,752.00","1,326,386.00",9,8.00,34.00,0.00,1.97,1.62,0.00,0.00
6,GBIME,-,500.00,504.00,490.00,500.00,495.67,"11,463.00",500.00,"5,681,818.00",35,0.00,14.00,0.00,2.86,0.87,0.00,0.00
7,HBL,-,842.00,857.00,840.00,840.00,842.70,790.00,842.00,"665,734.00",10,-2.00,17.00,0.00,2.02,-0.32,0.00,0.00
8,KBL,-,390.00,384.00,377.00,377.00,380.91,"1,592.00",390.00,"606,411.00",7,-13.00,7.00,0.00,1.86,-1.04,0.00,0.00
9,LBL,-,482.00,485.00,480.00,485.00,481.28,740.00,482.00,"356,144.00",5,3.00,5.00,0.00,1.04,0.77,0.00,0.00
10,MBL,-,513.00,523.00,502.00,505.00,509.85,"42,717.00",513.00,"21,779,172.00",109,-8.00,21.00,0.00,4.18,-0.96,0.00,0.00
11,MEGA,-,370.00,364.00,353.00,353.00,359.13,"6,098.00",370.00,"2,189,987.00",35,-17.00,11.00,0.00,3.12,-1.74,0.00,0.00
12,NABIL,-,"1,800.00","1,765.00","1,670.00","1,709.00","1,700.48","2,309.00","1,800.00","3,926,397.00",28,-91.00,95.00,0.00,5.69,0.50,0.00,0.00
13,NBB,-,520.00,520.00,477.00,494.00,493.80,"32,794.00",520.00,"16,193,662.00",112,-26.00,43.00,0.00,9.01,0.04,0.00,0.00
14,NBL,-,369.00,380.00,360.00,360.00,365.58,"25,304.00",369.00,"9,250,598.00",41,-9.00,20.00,0.00,5.56,-1.55,0.00,0.00
15,NCCB,-,582.00,572.00,526.00,526.00,536.45,"6,554.00",582.00,"3,515,868.00",12,-56.00,46.00,0.00,8.75,-1.99,0.00,0.00
16,NIB,-,705.00,705.00,700.00,701.00,703.42,"1,303.00",705.00,"916,557.00",6,-4.00,5.00,0.00,0.71,-0.35,0.00,0.00
17,NICA,-,749.00,760.00,718.00,720.00,727.72,"5,541.00",749.00,"4,032,303.00",29,-29.00,42.00,0.00,5.85,-1.07,0.00,0.00
18,PCBL,-,486.00,489.00,480.00,482.00,482.89,"8,077.00",486.00,"3,900,334.00",36,-4.00,9.00,0.00,1.88,-0.19,0.00,0.00
19,SANIMA,-,500.00,492.00,481.00,481.00,487.18,"3,748.00",500.00,"1,825,966.00",10,-19.00,11.00,0.00,2.29,-1.29,0.00,0.00
20,SBI,-,950.00,960.00,930.00,930.00,943.46,"3,416.00",950.00,"3,222,865.00",21,-20.00,30.00,0.00,3.23,-1.45,0.00,0.00
21,SBL,-,601.00,590.00,577.00,577.00,582.02,"5,156.00",601.00,"3,000,901.00",11,-24.00,13.00,0.00,2.25,-0.87,0.00,0.00
22,SCB,-,"1,780.00","1,805.00","1,750.00","1,761.00","1,762.13",449.00,"1,780.00","791,195.00",7,-19.00,55.00,0.00,3.14,-0.06,0.00,0.00
23,SRBL,-,368.00,372.00,351.00,352.00,358.43,"1,943.00",368.00,"696,434.00",19,-16.00,21.00,0.00,5.98,-1.83,0.00,0.00
