S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,358.00,362.00,352.00,352.00,357.09,"21,976.00",361.00,"7,847,500.00",81,-9.00,10.00,-2.49,2.84,-1.45,458.00,283.00
2,BOKL,-,328.00,328.00,320.00,321.00,323.69,"14,419.00",332.00,"4,667,263.00",68,-11.00,8.00,-3.31,2.50,-0.84,458.00,250.00
3,CBL,-,177.00,179.00,171.00,173.00,173.38,"65,143.00",177.00,"11,294,407.00",137,-4.00,8.00,-2.26,4.68,-0.22,250.00,136.00
4,CCBL,-,192.00,193.00,185.00,185.00,188.61,"24,183.00",192.00,"4,561,236.00",91,-7.00,8.00,-3.65,4.32,-1.95,234.00,155.00
5,CZBIL,-,260.00,260.00,249.00,249.00,250.72,"37,082.00",256.00,"9,297,082.00",110,-7.00,11.00,-2.73,4.42,-0.69,322.00,223.00
6,EBL,-,645.00,648.00,630.00,635.00,636.89,"13,571.00",640.00,"8,643,257.00",119,-5.00,18.00,-0.78,2.86,-0.30,"1,265.00",630.00
7,GBIME,-,320.00,320.00,315.00,316.00,318.13,"14,798.00",320.00,"4,707,684.00",84,-4.00,5.00,-1.25,1.59,-0.67,399.00,275.00
8,HBL,-,560.00,560.00,545.00,545.00,547.08,"2,660.00",559.00,"1,455,220.00",23,-14.00,15.00,-2.50,2.75,-0.38,900.00,525.00
9,KBL,-,255.00,255.00,248.00,248.00,251.40,"94,789.00",255.00,"23,830,272.00",202,-7.00,7.00,-2.75,2.82,-1.37,320.00,187.00
10,LBL,-,258.00,262.00,253.00,253.00,256.12,"10,073.00",258.00,"2,579,924.00",49,-5.00,9.00,-1.94,3.56,-1.23,343.00,209.00
11,MBL,-,233.00,233.00,224.00,225.00,225.84,"42,185.00",231.00,"9,527,007.00",69,-6.00,9.00,-2.60,4.02,-0.37,335.00,200.00
12,MEGA,-,203.00,206.00,198.00,200.00,200.72,"81,598.00",205.00,"16,378,747.00",208,-5.00,8.00,-2.44,4.04,-0.36,449.00,150.00
13,NABIL,-,955.00,956.00,934.00,945.00,947.76,"2,593.00",950.00,"2,457,545.00",39,-5.00,22.00,-0.53,2.36,-0.29,"1,291.00",888.00
14,NBB,-,216.00,218.00,213.00,213.00,215.60,"29,539.00",220.00,"6,368,507.00",64,-7.00,5.00,-3.18,2.35,-1.22,341.00,196.00
15,NBL,-,316.00,320.00,313.00,313.00,315.25,"250,271.00",318.00,"78,898,016.00",131,-5.00,7.00,-1.57,2.24,-0.72,384.00,280.00
16,NCCB,-,222.00,222.00,215.00,216.00,217.52,"42,162.00",221.00,"9,171,170.00",106,-5.00,7.00,-2.26,3.26,-0.70,380.00,172.00
17,NIB,-,650.00,650.00,636.00,638.00,642.29,"20,873.00",645.00,"13,406,614.00",156,-7.00,14.00,-1.09,2.20,-0.67,768.00,610.00
18,NICA,-,442.00,442.00,430.00,435.00,434.25,"57,208.00",442.00,"24,842,610.00",164,-7.00,12.00,-1.58,2.79,0.17,459.00,285.00
19,NMB,-,361.00,364.00,355.00,356.00,359.26,"78,213.00",364.00,"28,099,094.00",186,-8.00,9.00,-2.20,2.54,-0.92,505.00,303.00
20,PCBL,-,335.00,336.00,328.00,328.00,330.20,"25,588.00",336.00,"8,449,069.00",98,-8.00,8.00,-2.38,2.44,-0.67,456.00,265.00
21,PRVU,-,244.00,244.00,233.00,234.00,235.76,"100,614.00",240.00,"23,721,228.00",244,-6.00,11.00,-2.50,4.72,-0.75,392.00,175.00
22,SANIMA,-,341.00,342.00,336.00,336.00,339.49,"14,499.00",344.00,"4,922,241.00",62,-8.00,6.00,-2.33,1.79,-1.04,386.00,305.00
23,SBI,-,498.00,498.00,490.00,490.00,493.27,"9,199.00",498.00,"4,537,551.00",55,-8.00,8.00,-1.61,1.63,-0.67,852.00,481.00
24,SBL,-,339.00,339.00,331.00,332.00,334.99,"37,259.00",337.00,"12,481,444.00",118,-5.00,8.00,-1.48,2.42,-0.90,434.00,276.00
25,SCB,-,705.00,709.00,692.00,695.00,698.67,"9,853.00",700.00,"6,884,026.00",129,-5.00,17.00,-0.71,2.46,-0.53,"2,299.00",692.00
26,SRBL,-,254.00,254.00,246.00,246.00,249.16,"35,593.00",254.00,"8,868,409.00",75,-8.00,8.00,-3.15,3.25,-1.29,357.00,213.00
