S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,35.01,416.00,419.00,416.00,418.00,417.95,"21,628.00",418.00,"9,039,366.00",86,0.00,3.00,0.00,0.72,0.01,451.00,290.00
2,BOKL,37.46,257.00,258.00,254.00,255.00,254.93,"22,770.00",256.00,"5,804,802.00",64,-1.00,4.00,-0.39,1.57,0.03,350.00,231.00
3,CBL,36.70,146.00,146.00,144.00,146.00,144.58,"37,644.00",146.00,"5,442,716.00",122,0.00,2.00,0.00,1.39,0.97,188.00,142.00
4,CCBL,38.15,159.00,159.00,157.00,158.00,158.29,"11,606.00",159.00,"1,837,114.00",55,-1.00,2.00,-0.63,1.27,-0.18,203.00,155.00
5,CZBIL,52.36,222.00,224.00,221.00,222.00,222.33,"20,601.00",222.00,"4,580,125.00",85,0.00,3.00,0.00,1.36,-0.15,273.00,199.00
6,EBL,38.29,601.00,610.00,594.00,598.00,600.40,"5,414.00",602.00,"3,250,557.00",36,-4.00,16.00,-0.66,2.69,-0.40,707.00,501.00
7,HBL,41.52,525.00,527.00,525.00,526.00,525.65,"4,981.00",526.00,"2,618,255.00",13,0.00,2.00,0.00,0.38,0.07,644.00,418.00
8,KBL,36.93,203.00,204.00,200.00,203.00,201.53,"62,522.00",203.00,"12,599,829.00",163,0.00,4.00,0.00,2.00,0.73,269.00,199.00
9,LBL,28.16,213.00,216.00,211.00,213.00,212.80,"4,402.00",213.00,"936,767.00",26,0.00,5.00,0.00,2.37,0.09,270.00,182.00
10,MBL,31.43,250.00,253.00,247.00,251.00,250.29,"14,809.00",250.00,"3,706,606.00",26,1.00,6.00,0.40,2.43,0.28,295.00,202.00
11,MEGA,32.88,196.00,199.00,196.00,196.00,197.32,"17,922.00",199.00,"3,536,343.00",92,-3.00,3.00,-1.51,1.53,-0.67,222.00,155.00
12,NABIL,35.79,772.00,775.00,767.00,769.00,771.47,"7,569.00",776.00,"5,839,289.00",60,-7.00,8.00,-0.90,1.04,-0.32,974.00,678.00
13,NBB,34.71,209.00,211.00,207.00,208.00,208.13,"18,894.00",209.00,"3,932,432.00",63,-1.00,4.00,-0.48,1.93,-0.06,242.00,178.00
14,NBL,39.64,321.00,321.00,316.00,317.00,317.87,"27,115.00",317.00,"8,618,945.00",80,0.00,5.00,0.00,1.58,-0.27,355.00,281.00
15,NCCB,35.02,200.00,202.00,200.00,202.00,201.11,"24,048.00",202.00,"4,836,187.00",60,0.00,2.00,0.00,1.00,0.44,276.00,191.00
16,NIB,42.40,445.00,459.00,443.00,450.00,447.78,"10,881.00",446.00,"4,872,334.00",91,4.00,16.00,0.90,3.61,0.49,684.00,443.00
17,NICA,34.13,450.00,450.00,443.00,448.00,444.95,"27,649.00",448.00,"12,302,406.00",149,0.00,7.00,0.00,1.58,0.68,515.00,351.00
18,PCBL,32.34,268.00,270.00,268.00,268.00,268.46,"6,775.00",268.00,"1,818,783.00",30,0.00,2.00,0.00,0.75,-0.17,397.00,263.00
19,PRVU,32.58,266.00,266.00,260.00,262.00,261.89,"23,493.00",261.00,"6,152,496.00",88,1.00,6.00,0.38,2.31,0.04,304.00,190.00
20,SANIMA,34.66,345.00,353.00,345.00,352.00,349.90,"12,019.00",350.00,"4,205,491.00",52,2.00,8.00,0.57,2.32,0.60,371.00,286.00
21,SBI,33.21,425.00,430.00,420.00,426.00,425.32,"4,264.00",422.00,"1,813,544.00",24,4.00,10.00,0.95,2.38,0.16,530.00,366.00
22,SBL,35.77,312.00,315.00,312.00,314.00,312.94,"13,968.00",313.00,"4,371,204.00",39,1.00,3.00,0.32,0.96,0.34,361.00,272.00
23,SCB,39.14,591.00,601.00,588.00,588.00,591.87,"6,395.00",600.00,"3,784,983.00",68,-12.00,13.00,-2.00,2.21,-0.66,755.00,520.00
24,SRBL,32.19,227.00,230.00,227.00,230.00,228.51,"3,565.00",231.00,"814,638.00",16,-1.00,3.00,-0.43,1.32,0.65,277.00,203.00
