S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,455.00,480.00,446.00,480.00,466.17,"10,946.00",455.00,"5,102,732.00",73,25.00,34.00,0.00,7.62,2.88,0.00,0.00
2,CZBIL,-,422.00,445.00,420.00,423.00,430.99,"7,794.00",422.00,"3,359,128.00",37,1.00,25.00,0.00,5.95,-1.89,0.00,0.00
3,EBL,-,"1,990.00","2,055.00","1,965.00","2,011.00","1,990.11","14,949.00","1,990.00","29,750,080.00",39,21.00,90.00,0.00,4.58,1.04,0.00,0.00
4,HBL,-,805.00,821.00,815.00,820.00,820.24,925.00,805.00,"758,725.00",4,15.00,6.00,0.00,0.74,-0.03,0.00,0.00
5,KBL,-,476.00,508.00,472.00,490.00,489.97,"10,258.00",476.00,"5,026,073.00",35,14.00,36.00,0.00,7.63,0.01,0.00,0.00
6,LBL,-,450.00,465.00,440.00,451.00,449.29,"15,341.00",450.00,"6,892,484.00",33,1.00,25.00,0.00,5.68,0.38,0.00,0.00
7,MBL,-,414.00,438.00,416.00,432.00,430.05,"16,567.00",414.00,"7,124,605.00",28,18.00,22.00,0.00,5.29,0.45,0.00,0.00
8,MEGA,-,376.00,405.00,380.00,393.00,394.10,"9,886.00",376.00,"3,896,086.00",160,17.00,25.00,0.00,6.58,-0.28,0.00,0.00
9,NABIL,-,"1,799.00","1,876.00","1,790.00","1,845.00","1,819.47","5,212.00","1,799.00","9,483,074.00",29,46.00,86.00,0.00,4.80,1.38,0.00,0.00
10,NBB,-,558.00,571.00,558.00,558.00,563.81,"7,045.00",558.00,"3,972,075.00",21,0.00,13.00,0.00,2.33,-1.04,0.00,0.00
11,NBL,-,302.00,320.00,300.00,316.00,312.52,"21,701.00",302.00,"6,782,007.00",37,14.00,20.00,0.00,6.67,1.10,0.00,0.00
12,NCCB,-,408.00,418.00,409.00,415.00,411.66,"7,154.00",408.00,"2,945,032.00",26,7.00,9.00,0.00,2.20,0.80,0.00,0.00
13,NIB,-,830.00,900.00,844.00,844.00,865.55,"3,171.00",830.00,"2,744,659.00",19,14.00,56.00,0.00,6.64,-2.55,0.00,0.00
14,NICA,-,700.00,729.00,701.00,717.00,710.12,"4,123.00",700.00,"2,927,842.00",30,17.00,28.00,0.00,3.99,0.96,0.00,0.00
15,NMB,-,364.00,383.00,370.00,371.00,372.88,"7,089.00",364.00,"2,643,372.00",28,7.00,13.00,0.00,3.51,-0.51,0.00,0.00
16,PCBL,-,446.00,474.00,440.00,450.00,456.49,"4,420.00",446.00,"2,017,698.00",29,4.00,34.00,0.00,7.73,-1.44,0.00,0.00
17,SANIMA,-,443.00,468.00,438.00,445.00,449.75,"13,627.00",443.00,"6,128,742.00",44,2.00,30.00,0.00,6.85,-1.07,0.00,0.00
18,SBI,-,950.00,969.00,934.00,945.00,941.57,"4,043.00",950.00,"3,806,775.00",15,-5.00,35.00,0.00,3.75,0.36,0.00,0.00
19,SBL,-,520.00,544.00,520.00,525.00,531.30,"2,791.00",520.00,"1,482,861.00",14,5.00,24.00,0.00,4.62,-1.20,0.00,0.00
20,SCB,-,"1,692.00","1,735.00","1,715.00","1,735.00","1,725.31",196.00,"1,692.00","338,160.00",4,43.00,20.00,0.00,1.17,0.56,0.00,0.00
21,SRBL,-,421.00,436.00,413.00,427.00,430.22,"6,833.00",421.00,"2,939,667.00",34,6.00,23.00,0.00,5.57,-0.75,0.00,0.00
