S.No,Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,59.02,424.00,427.00,419.00,421.00,421.47,"39,774.00",420.00,"16,763,494.00",197,1.00,8.00,0.24,1.91,-0.11,475.00,313.00
2,BOKL,56.92,230.00,231.00,227.00,229.00,228.40,"24,183.00",228.00,"5,523,281.00",106,1.00,4.00,0.44,1.76,0.26,296.00,196.00
3,CBL,56.20,145.00,145.00,143.00,145.00,143.80,"37,575.00",143.00,"5,403,298.00",114,2.00,2.00,1.40,1.40,0.83,167.00,125.00
4,CCBL,54.97,175.00,176.00,172.00,174.00,173.15,"19,619.00",174.00,"3,397,059.00",122,0.00,4.00,0.00,2.33,0.49,210.00,136.00
5,CZBIL,54.75,194.00,195.00,192.00,193.00,194.00,"16,641.00",194.00,"3,228,273.00",114,-1.00,3.00,-0.52,1.56,-0.52,240.00,164.00
6,EBL,55.08,729.00,729.00,718.00,720.00,721.58,"11,127.00",720.00,"8,029,040.00",97,0.00,11.00,0.00,1.53,-0.22,932.00,517.00
7,GBIME,57.24,256.00,256.00,251.00,253.00,252.41,"110,349.00",252.00,"27,853,187.00",475,1.00,5.00,0.40,1.99,0.23,331.00,144.48
8,HBL,58.64,550.00,555.00,550.00,554.00,551.85,"7,727.00",552.00,"4,264,163.00",36,2.00,5.00,0.36,0.91,0.39,735.00,452.00
9,KBL,58.29,189.00,191.00,185.00,187.00,187.04,"74,501.00",189.00,"13,934,928.00",180,-2.00,6.00,-1.06,3.24,-0.02,240.00,153.00
10,LBL,55.72,230.00,231.00,226.00,231.00,229.19,"14,370.00",230.00,"3,293,441.00",72,1.00,5.00,0.43,2.21,0.78,270.00,184.00
11,MBL,55.56,227.00,230.00,225.00,227.00,226.84,"18,636.00",227.00,"4,227,349.00",100,0.00,5.00,0.00,2.22,0.07,295.00,199.00
12,MEGA,56.37,225.00,228.00,223.00,224.00,224.23,"51,415.00",224.00,"11,528,781.00",225,0.00,5.00,0.00,2.24,-0.10,279.00,177.00
13,NABIL,56.92,839.00,840.00,823.00,830.00,828.93,"23,396.00",830.00,"19,393,753.00",191,0.00,17.00,0.00,2.07,0.13,"1,000.00",594.00
14,NBB,58.78,198.00,198.00,196.00,197.00,197.08,"34,856.00",198.00,"6,869,386.00",124,-1.00,2.00,-0.51,1.02,-0.04,270.00,169.00
15,NBL,53.51,291.00,293.00,288.00,290.00,290.61,"146,566.00",290.00,"42,593,259.00",412,0.00,5.00,0.00,1.74,-0.21,332.00,214.00
16,NCCB,55.59,192.00,192.00,189.00,192.00,190.97,"35,707.00",191.00,"6,819,003.00",150,1.00,3.00,0.52,1.59,0.54,242.00,163.00
17,NIB,52.91,425.00,429.00,418.00,420.00,421.50,"20,761.00",421.00,"8,750,746.00",186,-1.00,11.00,-0.24,2.63,-0.36,532.00,335.00
18,NICA,59.10,574.00,581.00,573.00,576.00,577.22,"94,522.00",574.00,"54,560,311.00",380,2.00,8.00,0.35,1.40,-0.21,680.00,372.00
19,NMB,57.41,437.00,437.00,419.00,421.00,421.92,"89,663.00",421.00,"37,830,566.00",360,0.00,18.00,0.00,4.30,-0.22,517.00,321.00
20,PCBL,59.78,283.00,284.00,279.00,281.00,281.19,"93,355.00",280.00,"26,250,743.00",244,1.00,5.00,0.36,1.79,-0.07,352.00,219.19
21,PRVU,55.02,233.00,233.00,229.00,229.00,230.15,"28,219.00",230.00,"6,494,716.00",143,-1.00,4.00,-0.43,1.75,-0.50,292.00,195.00
22,SANIMA,56.24,343.00,345.00,338.00,341.00,341.34,"19,559.00",341.00,"6,676,270.00",103,0.00,7.00,0.00,2.07,-0.10,437.00,287.00
23,SBI,57.65,426.00,426.00,418.00,424.00,421.48,"9,118.00",419.00,"3,843,091.00",46,5.00,8.00,1.19,1.91,0.59,583.00,344.00
24,SBL,58.83,300.00,303.00,299.00,301.00,301.58,"34,317.00",299.00,"10,349,393.00",137,2.00,4.00,0.67,1.34,-0.19,393.00,252.00
25,SCB,55.84,657.00,657.00,644.00,648.00,647.46,"7,280.00",646.00,"4,713,518.00",114,2.00,13.00,0.31,2.02,0.08,850.00,505.00
26,SRBL,54.82,233.00,236.00,227.00,230.00,229.20,"10,410.00",229.00,"2,385,974.00",67,1.00,9.00,0.44,3.96,0.35,316.00,201.00
